"x","VideoAligned_1 uM Capsaicin BTX F#1.1_caverage","VideoAligned_1 uM Capsaicin BTX F#1.2_caverage","VideoAligned_1 uM Capsaicin BTX F#2.1_caverage","VideoAligned_1 uM Capsaicin BTX F#2.2_caverage","VideoAligned_1 uM Capsaicin BTX F#3.1_caverage","VideoAligned_1 uM Capsaicin BTX F#3.2_caverage","VideoAligned_1 uM Capsaicin BTX-Stress F#1.1_caverage","VideoAligned_1 uM Capsaicin BTX-Stress F#1.2_caverage","VideoAligned_1 uM Capsaicin BTX-Stress F#2.1_caverage","VideoAligned_1 uM Capsaicin BTX-Stress F#2.2_caverage","VideoAligned_1 uM Capsaicin BTX-Stress F#3.1_caverage","VideoAligned_1 uM Capsaicin BTX-Stress F#3.2_caverage","VideoAligned_1 uM Capsaicin Control F#1.1_caverage","VideoAligned_1 uM Capsaicin Control F#1.2_caverage","VideoAligned_1 uM Capsaicin Control F#2.1_caverage","VideoAligned_1 uM Capsaicin Control F#2.2_caverage","VideoAligned_1 uM Capsaicin Control F#3.1_caverage","VideoAligned_1 uM Capsaicin Control F#3.2_caverage","VideoAligned_1 uM Capsaicin Control-BTX F#1.1_caverage","VideoAligned_1 uM Capsaicin Control-BTX F#1.2_caverage","VideoAligned_1 uM Capsaicin Control-BTX F#2.1_caverage","VideoAligned_1 uM Capsaicin Control-BTX F#2.2_caverage","VideoAligned_1 uM Capsaicin Control-BTX F#3.1_caverage","VideoAligned_1 uM Capsaicin Control-BTX F#3.2_caverage","VideoAligned_1 uM Capsaicin Stress F#1.1_caverage","VideoAligned_1 uM Capsaicin Stress F#1.2_caverage","VideoAligned_1 uM Capsaicin Stress F#2.1_caverage","VideoAligned_1 uM Capsaicin Stress F#2.2_caverage","VideoAligned_1 uM Capsaicin Stress F#3.1_caverage","VideoAligned_1 uM Capsaicin Stress F#3.2_caverage","VideoAligned_1 uM Capsaicin Stress-BTX F#1.1_caverage","VideoAligned_1 uM Capsaicin Stress-BTX F#1.2_caverage","VideoAligned_1 uM Capsaicin Stress-BTX F#2.1_caverage","VideoAligned_1 uM Capsaicin Stress-BTX F#2.2_caverage","VideoAligned_1 uM Capsaicin Stress-BTX F#3.1_caverage","VideoAligned_1 uM Capsaicin Stress-BTX F#3.2_caverage","VideoAligned_1 uM Capsaicin Stress-BTX M#1.1_caverage","VideoAligned_1 uM Capsaicin Stress-BTX M#1.2_caverage","VideoAligned_1 uM Capsaicin Stress-BTX M#2.1_caverage","VideoAligned_1 uM Capsaicin Stress-BTX M#2.2_caverage","VideoAligned_1 uM Capsaicin Stress-BTX M#3.1_caverage","VideoAligned_1 uM Capsaicin Stress-BTX M#3.2_caverage"
1,0.0138487673343385,-0.210063862026967,-0.0781145398914857,-0.175186908611852,-0.0869346880377288,-0.212039954227195,2.73750238684456e-05,-0.197525864165562,-0.0974203303198533,0.126330432933192,-0.0885224859687861,-0.0173066527854398,-0.0253652736551904,-0.0165691980516178,0.0123131946537935,-0.115583296702791,-0.072704562814248,-0.0592924309493865,0.0897953917277877,-0.0337078091220818,0.0993855721735999,0.0929679717366717,-0.130099415417315,-0.19996095585533,-0.112061813249014,-0.211118258152622,-0.0700605890090329,-0.0615300372083122,-0.0886597991990624,0.0944616724613773,0.382782270433533,-0.0595616777653209,-0.0662541786039188,-0.0178937948660525,-0.0934032551637964,-0.0376865529242199,-0.050991667287614,-0.0740801567727156,-0.155538909561496,-0.17776371467564,0.143987859796284,-0.056675691629911
2,0.00639104609814771,-0.191497607818905,-0.0688502961261967,-0.160577046782782,-0.0988646913174169,-0.158581540427149,-0.0108787668274784,-0.186628236955726,-0.100862591030292,0.0666103305591853,-0.0958957488007457,-0.0423796169459793,-0.0692720569885326,-0.024269874309228,-0.0141503068547314,-0.105363623530758,-0.0583508390823502,-0.070726636736303,0.0390778873892167,-0.0497664898791359,0.0672730806689946,0.056382710814816,-0.117851878862095,-0.176000580868073,-0.11308697893481,-0.198337643862959,-0.0621740690777996,-0.0638508731932936,-0.08358309795361,0.0480881702212831,0.320385461924637,-0.0560294197837149,-0.0719687935891767,-0.0403064815024225,-0.084880232605393,-0.042146870322882,-0.0496734526740993,-0.0784057335548657,-0.15544429479463,-0.179096372371907,0.0926882837735304,-0.0518767711734879
3,7.42282203803477e-05,-0.172222622464999,-0.0599785009126656,-0.142012995343804,-0.100775830944481,-0.141676555242837,-0.0125818347182329,-0.170512671041992,-0.0985687925449966,0.0532328453190742,-0.0941660887534261,-0.0444651218714335,-0.0640456117664567,-0.0394565860962118,-0.0309272991540908,-0.0875707110377759,-0.0450720655426534,-0.0681088671434072,0.0158812336718204,-0.0552218851540923,0.0276387327614979,0.0340145949431577,-0.0945720318536656,-0.150462738037819,-0.0919956104402246,-0.178995579951066,-0.0589489919082413,-0.0715637661722727,-0.0832057909509417,0.028821233459818,0.26010956244491,-0.0458413081959054,-0.057682740719227,-0.0490878671699173,-0.0611787395056642,-0.0330010657841638,-0.0549282237251476,-0.0703422539884679,-0.14064702465573,-0.162675178100529,0.0757440671092501,-0.0473379115897244
4,-0.00403407818261199,-0.150474690535622,-0.0519726025307433,-0.123401975793721,-0.0916295873913594,-0.10311148508941,-0.0110287064006353,-0.144947543951799,-0.0921836310502766,0.0499710005163596,-0.081922443903511,-0.0594852386427016,-0.0798892428597553,-0.0324777428033274,-0.0378568579401032,-0.0735768527468935,-0.0268083542002471,-0.0679371263215609,-0.00854091305869498,-0.0580232579233893,-0.000991880603063833,0.00770016878327624,-0.0759643933862368,-0.129580725367994,-0.0799984996176053,-0.163541515047837,-0.0550490238150451,-0.0551005962967831,-0.0686369523472146,0.0196931823213974,0.213606847349701,-0.0379727670597174,-0.0444912416201414,-0.0766382930625393,-0.0557008801890101,-0.0329503144527917,-0.0515820982006525,-0.0534583547879122,-0.1336509293276,-0.118514852956493,0.0575864609825499,-0.0477961671085651
5,8.77328356319997e-06,-0.114002458883795,-0.0427342197550053,-0.104242350591505,-0.0857623589901094,-0.0833072163402506,-0.0183621370356025,-0.133144608786383,-0.0783065070266358,0.0337655333044555,-0.0720789360012591,-0.0486580230155364,-0.0583178124385477,-0.00260265954487896,-0.0354991753954283,-0.0624170938526132,-0.0195546993188316,-0.0586561656978678,-0.00933212041073163,-0.0488257192360282,0.00932256613817424,-0.00541959143817988,-0.0650805522008259,-0.108772884540915,-0.0685525360528384,-0.146365433108298,-0.0551493823629059,-0.0315858082571149,-0.0542284916731566,0.0188129397813362,0.142420540971179,-0.0334736531544142,-0.0359682480094326,-0.0670765676203562,-0.0514798412602277,-0.0261436259880782,-0.0401567772383365,-0.0331037259167796,-0.120187434749669,-0.102689391851164,0.0292158358446318,-0.0414542813011067
6,0.00598523736266093,-0.0823571991180928,-0.0365378718948406,-0.0840869183427082,-0.0690963265904621,-0.0537014965605549,-0.0223297359878741,-0.11220444583245,-0.0674485671669166,0.0351444326647136,-0.0611050488298605,-0.0437525374559247,-0.0460336054292719,-0.0450972849379788,-0.0391874748796287,-0.0467072030042804,-0.00749750045141765,-0.0524056524811268,-0.00925931858588275,-0.0369876980734518,0.00625644243750428,-0.0077940469146276,-0.0520683261101837,-0.083613839179899,-0.0562257842145114,-0.120247585098683,-0.0437134264797875,-0.0366907698589259,-0.0484050757590409,0.0130773114732295,0.105802461515481,-0.0294679683233557,-0.0373735187305017,-0.0575108317224095,-0.0431974667396973,-0.0259191563796154,-0.029026467336456,-0.0264515774003591,-0.0963663859996651,-0.0908457451254389,0.0197428021510992,-0.0324991420557116
7,0.000675743170677154,-0.0633285596851081,-0.0261668937299357,-0.0635895615171195,-0.0573049080589583,-0.022197533254865,-0.0116210497286755,-0.105746793692484,-0.0561302711233811,0.0160485003702446,-0.0498948171484849,-0.0381027923279059,-0.0401949443015403,-0.0271614621171524,-0.0249362153197922,-0.0269136440414057,-0.00452642299907332,-0.0321728608686664,-0.00614094916277854,-0.0222261393358218,0.00154191792233382,-0.0077061744833848,-0.0382155063895032,-0.0672344462792134,-0.0475886194951992,-0.0909009305986841,-0.0297804198380665,-0.0270697383301142,-0.0338174835934315,0.00962351029716777,0.083027027177992,-0.0181411377060122,-0.0340867456289567,-0.0376312401611956,-0.0424331352846012,-0.0308644078895569,-0.00799257200137877,-0.0238911755221094,-0.0755049463184326,-0.0705436491099028,0.00391083293873498,-0.0217179034187712
8,-0.00234269448543252,-0.0442277015787644,-0.0190318705889641,-0.0398721612200326,-0.0452162765980037,-0.00974688643470344,-0.00779530013334905,-0.0931019960957084,-0.0385057467182808,0.0167667530877982,-0.029230265675839,-0.0199594264736893,-0.0272108081372436,-0.0215505738930932,-0.0203038680439438,-0.0212214531433755,-0.00402236967155947,-0.0261461455386083,-0.00528440244343155,-0.0104091091612305,0.0024289410632634,-0.00171603706278086,-0.0242780538179027,-0.0432371234846818,-0.0273263845289769,-0.0653324082934831,-0.0130916305920181,-0.0109928654997597,-0.0299187843111774,0.0137788395285049,0.0467072190510982,-0.0196425769248708,-0.0207012034536409,-0.0250171764401422,-0.0204393267144912,-0.0271523762317111,-6.09601277557222e-05,-0.0192763315483912,-0.0541016967639555,-0.0419325365601199,0.00296320702258702,-0.0145788414834524
9,0.000339431902630153,-0.0179265338997219,-0.00947829459452862,-0.0204352326491851,-0.0262421899450879,-0.00783366316516966,-0.00444737001535075,-0.058536408169594,-0.0167070840271523,0.0101898867402701,-0.0157051661143606,-0.0204003808381418,-0.00875084570624212,-0.0218585466821441,-0.0139659485561918,-0.0116488521752483,-0.00129680388209939,-0.00712430440139569,-0.00140095714770244,-0.00443082515414467,0.00466580031999397,0.00541486008375416,-0.0141751254119212,-0.0240000065957745,-0.0101965517741015,-0.0341089408994322,-0.0040387202309294,-0.003010596217931,-0.0158536784807072,0.00819184441007111,0.0225247360035176,-0.00986068543748938,-0.00804138545951384,-0.032527204299075,-0.0119484506152413,-0.0168542017731222,0.000134657838797359,-0.0135391300378932,-0.021712254378091,-0.0202175023030462,-0.0050416730460949,-0.00488886845622944
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
