 ,IntDen1,RawIntDen1,IntDen2,RawIntDen2,IntDen3,RawIntDen3,IntDen4,RawIntDen4,IntDen5,RawIntDen5,IntDen6,RawIntDen6,IntDen7,RawIntDen7,IntDen8,RawIntDen8,IntDen9,RawIntDen9,IntDen10,RawIntDen10,IntDen11,RawIntDen11,IntDen12,RawIntDen12,IntDen13,RawIntDen13,IntDen14,RawIntDen14,IntDen15,RawIntDen15,IntDen16,RawIntDen16,IntDen17,RawIntDen17,IntDen18,RawIntDen18,IntDen19,RawIntDen19,IntDen20,RawIntDen20,IntDen21,RawIntDen21,IntDen22,RawIntDen22,IntDen23,RawIntDen23,IntDen24,RawIntDen24,IntDen25,RawIntDen25,IntDen26,RawIntDen26,IntDen27,RawIntDen27,IntDen28,RawIntDen28,IntDen29,RawIntDen29,IntDen30,RawIntDen30,IntDen31,RawIntDen31,IntDen32,RawIntDen32,IntDen33,RawIntDen33,IntDen34,RawIntDen34,IntDen35,RawIntDen35,IntDen36,RawIntDen36,IntDen37,RawIntDen37,IntDen38,RawIntDen38,IntDen39,RawIntDen39,IntDen40,RawIntDen40,IntDen41,RawIntDen41,IntDen42,RawIntDen42,IntDen43,RawIntDen43,IntDen44,RawIntDen44,IntDen45,RawIntDen45,IntDen46,RawIntDen46,IntDen47,RawIntDen47,IntDen48,RawIntDen48,IntDen49,RawIntDen49,IntDen50,RawIntDen50,IntDen51,RawIntDen51,IntDen52,RawIntDen52,IntDen53,RawIntDen53,IntDen54,RawIntDen54,IntDen55,RawIntDen55,IntDen56,RawIntDen56,IntDen57,RawIntDen57,IntDen58,RawIntDen58,IntDen59,RawIntDen59,IntDen60,RawIntDen60,IntDen61,RawIntDen61,IntDen62,RawIntDen62,IntDen63,RawIntDen63,IntDen64,RawIntDen64,IntDen65,RawIntDen65,IntDen66,RawIntDen66,IntDen67,RawIntDen67,IntDen68,RawIntDen68,IntDen69,RawIntDen69,IntDen70,RawIntDen70,IntDen71,RawIntDen71,IntDen72,RawIntDen72,IntDen73,RawIntDen73,IntDen74,RawIntDen74,IntDen75,RawIntDen75,IntDen76,RawIntDen76,IntDen77,RawIntDen77,IntDen78,RawIntDen78,IntDen79,RawIntDen79,IntDen80,RawIntDen80,IntDen81,RawIntDen81,IntDen82,RawIntDen82,IntDen83,RawIntDen83,IntDen84,RawIntDen84,IntDen85,RawIntDen85,IntDen86,RawIntDen86,IntDen87,RawIntDen87,IntDen88,RawIntDen88,IntDen89,RawIntDen89,IntDen90,RawIntDen90,IntDen91,RawIntDen91
11,29464,29464,49099,49099,7719,7719,24880,24880,16245,16245,47849,47849,52917,52917,17160,17160,48089,48089,40988,40988,13665,13665,24399,24399,19535,19535,56387,56387,35904,35904,27996,27996,17582,17582,11713,11713,28151,28151,56701,56701,10229,10229,22031,22031,45833,45833,39710,39710,15005,15005,32335,32335,71211,71211,19492,19492,38383,38383,14945,14945,43558,43558,38591,38591,20784,20784,29030,29030,40933,40933,40696,40696,24257,24257,10007,10007,19866,19866,187788,187788,42767,42767,28183,28183,5512,5512,5846,5846,36337,36337,38929,38929,39994,39994,21545,21545,135533,135533,211127,211127,30408,30408,36833,36833,122099,122099,62327,62327,65319,65319,84753,84753,46475,46475,33995,33995,48286,48286,147510,147510,85843,85843,15973,15973,29450,29450,17341,17341,28299,28299,44016,44016,77409,77409,8023,8023,8500,8500,33191,33191,18872,18872,53227,53227,3755,3755,24492,24492,32763,32763,7421,7421,46682,46682,33623,33623,19513,19513,7057,7057,14303,14303,13573,13573,38137,38137,26647,26647,22799,22799,33146,33146,20240,20240,93059,93059,36928,36928,43166,43166,31884,31884
12,29800,29800,76603,76603,8151,8151,24380,24380,16394,16394,46988,46988,54971,54971,16205,16205,40768,40768,42331,42331,13974,13974,33370,33370,20310,20310,43841,43841,35321,35321,26876,26876,13294,13294,11830,11830,28120,28120,56804,56804,10278,10278,21880,21880,29502,29502,42996,42996,14558,14558,39137,39137,55984,55984,17572,17572,36544,36544,14768,14768,63024,63024,39736,39736,20318,20318,28121,28121,44240,44240,90589,90589,25854,25854,10066,10066,19678,19678,232491,232491,40700,40700,30178,30178,5621,5621,5718,5718,42373,42373,43216,43216,26901,26901,22243,22243,50729,50729,319887,319887,42839,42839,35346,35346,120828,120828,59975,59975,80887,80887,87018,87018,29704,29704,33028,33028,45585,45585,194071,194071,87232,87232,15698,15698,28254,28254,17161,17161,43972,43972,39154,39154,90329,90329,7717,7717,8538,8538,73158,73158,20552,20552,62928,62928,3211,3211,24496,24496,37583,37583,7062,7062,87296,87296,21536,21536,19442,19442,7010,7010,13650,13650,13567,13567,43538,43538,26945,26945,22888,22888,34721,34721,22077,22077,85252,85252,55703,55703,56524,56524,32838,32838
13,30633,30633,59553,59553,8430,8430,24428,24428,15766,15766,49499,49499,59434,59434,16566,16566,31535,31535,41838,41838,14137,14137,60591,60591,18865,18865,39359,39359,40146,40146,29396,29396,11768,11768,11832,11832,27535,27535,52559,52559,10524,10524,21963,21963,29923,29923,42268,42268,14578,14578,38896,38896,57572,57572,17862,17862,37755,37755,14554,14554,96106,96106,39325,39325,20334,20334,28753,28753,42949,42949,63652,63652,33814,33814,9399,9399,20073,20073,221276,221276,41244,41244,46062,46062,5300,5300,5507,5507,47346,47346,44324,44324,26959,26959,22057,22057,58582,58582,223602,223602,60076,60076,35547,35547,138248,138248,54917,54917,134239,134239,83834,83834,31844,31844,32980,32980,48328,48328,164022,164022,43798,43798,15698,15698,28809,28809,17357,17357,44498,44498,36860,36860,87106,87106,7576,7576,8344,8344,92241,92241,19906,19906,72199,72199,3509,3509,29951,29951,40035,40035,7279,7279,86224,86224,22073,22073,19365,19365,6880,6880,14197,14197,14135,14135,37433,37433,27114,27114,23108,23108,35261,35261,23858,23858,86078,86078,55366,55366,46098,46098,32000,32000
14,30494,30494,53186,53186,8537,8537,24852,24852,16170,16170,49393,49393,86765,86765,16922,16922,28607,28607,41561,41561,14381,14381,68922,68922,18684,18684,39343,39343,43965,43965,29679,29679,12336,12336,11822,11822,27171,27171,47702,47702,10469,10469,22059,22059,30628,30628,41312,41312,15480,15480,32970,32970,59543,59543,18605,18605,38888,38888,14622,14622,94109,94109,39037,39037,19924,19924,29220,29220,41935,41935,45734,45734,34497,34497,9471,9471,21222,21222,211886,211886,40711,40711,49609,49609,5394,5394,5557,5557,50944,50944,51266,51266,27284,27284,22317,22317,68286,68286,159260,159260,54163,54163,35472,35472,133973,133973,52305,52305,133988,133988,78133,78133,32024,32024,35109,35109,49212,49212,139067,139067,67759,67759,16353,16353,28657,28657,17617,17617,44387,44387,36545,36545,94836,94836,7497,7497,8041,8041,83429,83429,19596,19596,77778,77778,3543,3543,32865,32865,52957,52957,7204,7204,87851,87851,23009,23009,20744,20744,6914,6914,15147,15147,15501,15501,42790,42790,29166,29166,24118,24118,69837,69837,23156,23156,78692,78692,49882,49882,42170,42170,30888,30888
15,30521,30521,51526,51526,8640,8640,26360,26360,15624,15624,49542,49542,125493,125493,18569,18569,27021,27021,40759,40759,14515,14515,62035,62035,18038,18038,43083,43083,43165,43165,29865,29865,12603,12603,11856,11856,27783,27783,44996,44996,9983,9983,22132,22132,30661,30661,40462,40462,15118,15118,30993,30993,59472,59472,18226,18226,43383,43383,14618,14618,87360,87360,38715,38715,20188,20188,30878,30878,42050,42050,44275,44275,33475,33475,9356,9356,21487,21487,200345,200345,39608,39608,47983,47983,5819,5819,5527,5527,49602,49602,78185,78185,26835,26835,23404,23404,72413,72413,151530,151530,48659,48659,36008,36008,131900,131900,50691,50691,127552,127552,72417,72417,31489,31489,35913,35913,48620,48620,135599,135599,70691,70691,19649,19649,28275,28275,16692,16692,40563,40563,34611,34611,96609,96609,7767,7767,8121,8121,70139,70139,18568,18568,81407,81407,3677,3677,30884,30884,67984,67984,7256,7256,93464,93464,23496,23496,20897,20897,6881,6881,15751,15751,18210,18210,41528,41528,38381,38381,24169,24169,65460,65460,23644,23644,77288,77288,46247,46247,42867,42867,34015,34015
16,31451,31451,50088,50088,8566,8566,27989,27989,15865,15865,49828,49828,132045,132045,21603,21603,28214,28214,40430,40430,14465,14465,59394,59394,17586,17586,50822,50822,42473,42473,29316,29316,12305,12305,12294,12294,26471,26471,44108,44108,10150,10150,20598,20598,30696,30696,40571,40571,15572,15572,29747,29747,59718,59718,18570,18570,56194,56194,14644,14644,83036,83036,38521,38521,19848,19848,31002,31002,40613,40613,43283,43283,31687,31687,8980,8980,21818,21818,188826,188826,38524,38524,44831,44831,5579,5579,5534,5534,46472,46472,103692,103692,27705,27705,27262,27262,81933,81933,147176,147176,46399,46399,36921,36921,137694,137694,47954,47954,122827,122827,70133,70133,34579,34579,38818,38818,49988,49988,132117,132117,66152,66152,30781,30781,28474,28474,16583,16583,38285,38285,34082,34082,93830,93830,7884,7884,7947,7947,64336,64336,19228,19228,84716,84716,3766,3766,30070,30070,64798,64798,7407,7407,87770,87770,24241,24241,21788,21788,6689,6689,15620,15620,17660,17660,39494,39494,41050,41050,24133,24133,59847,59847,23274,23274,77011,77011,44524,44524,41448,41448,32807,32807
17,31896,31896,48963,48963,8453,8453,27520,27520,15764,15764,50727,50727,127226,127226,23352,23352,28265,28265,39478,39478,14001,14001,58715,58715,17919,17919,52770,52770,41218,41218,29716,29716,13408,13408,12119,12119,26535,26535,43083,43083,10219,10219,20779,20779,35255,35255,40593,40593,15836,15836,30427,30427,69996,69996,18999,18999,65487,65487,14395,14395,79727,79727,38746,38746,19429,19429,32479,32479,40256,40256,43378,43378,31570,31570,9210,9210,21252,21252,183592,183592,37775,37775,40794,40794,5634,5634,5588,5588,44851,44851,107067,107067,27541,27541,31572,31572,90308,90308,140285,140285,44008,44008,36746,36746,143888,143888,47479,47479,120969,120969,68208,68208,36603,36603,42273,42273,49909,49909,129728,129728,49505,49505,37595,37595,28548,28548,16588,16588,36096,36096,33284,33284,90975,90975,7829,7829,7710,7710,61423,61423,19697,19697,93291,93291,3281,3281,30074,30074,61470,61470,7265,7265,83203,83203,24934,24934,22946,22946,7033,7033,14645,14645,17908,17908,38161,38161,37346,37346,22828,22828,56895,56895,22464,22464,73215,73215,43243,43243,41249,41249,31768,31768
18,33191,33191,48894,48894,8705,8705,26615,26615,15369,15369,52101,52101,121183,121183,22021,22021,27596,27596,38381,38381,13680,13680,59570,59570,17681,17681,50646,50646,41783,41783,30297,30297,13437,13437,11872,11872,25298,25298,42837,42837,10223,10223,20534,20534,45580,45580,40209,40209,15409,15409,29473,29473,114612,114612,18620,18620,60154,60154,14425,14425,80151,80151,38067,38067,18894,18894,32346,32346,40910,40910,42895,42895,31073,31073,8777,8777,21641,21641,178132,178132,36944,36944,39470,39470,5558,5558,5998,5998,43429,43429,102342,102342,28103,28103,52338,52338,90066,90066,136010,136010,42471,42471,36254,36254,140929,140929,47232,47232,118524,118524,66147,66147,34774,34774,40779,40779,49606,49606,130317,130317,32729,32729,36586,36586,28935,28935,16709,16709,34354,34354,32968,32968,92562,92562,7995,7995,7902,7902,57205,57205,18645,18645,113055,113055,3508,3508,29519,29519,58207,58207,7073,7073,78307,78307,25434,25434,21674,21674,7325,7325,14591,14591,17539,17539,38624,38624,33128,33128,23648,23648,55548,55548,23228,23228,73589,73589,43399,43399,39170,39170,31436,31436
19,71496,71496,48799,48799,8632,8632,28408,28408,15444,15444,54727,54727,119295,119295,21548,21548,26217,26217,39354,39354,13912,13912,64308,64308,17701,17701,50029,50029,41290,41290,31021,31021,13367,13367,11727,11727,25835,25835,41500,41500,9996,9996,20230,20230,62533,62533,40974,40974,16007,16007,30297,30297,119692,119692,18713,18713,58622,58622,14710,14710,80147,80147,38093,38093,19159,19159,32522,32522,39837,39837,42563,42563,31776,31776,8963,8963,21706,21706,175263,175263,37489,37489,38306,38306,5585,5585,5734,5734,41630,41630,96143,96143,31996,31996,45172,45172,82841,82841,126522,126522,41076,41076,36975,36975,145797,145797,46763,46763,119876,119876,68271,68271,35140,35140,39686,39686,50002,50002,131650,131650,30030,30030,36790,36790,29561,29561,16771,16771,32643,32643,32159,32159,92950,92950,7840,7840,7910,7910,57196,57196,18364,18364,142951,142951,3579,3579,29193,29193,55981,55981,7194,7194,74557,74557,25293,25293,20896,20896,7230,7230,14987,14987,17684,17684,37570,37570,30535,30535,23418,23418,54248,54248,22825,22825,74205,74205,42993,42993,40729,40729,31766,31766
20,123847,123847,48889,48889,8718,8718,27934,27934,15580,15580,57249,57249,117466,117466,22233,22233,23163,23163,38851,38851,14084,14084,65685,65685,17950,17950,49974,49974,41724,41724,31035,31035,13949,13949,11735,11735,25303,25303,40987,40987,10447,10447,20980,20980,66949,66949,39947,39947,16296,16296,30627,30627,113678,113678,19000,19000,58903,58903,14451,14451,78460,78460,38675,38675,19321,19321,32251,32251,38819,38819,41368,41368,31369,31369,8915,8915,21628,21628,172072,172072,36716,36716,37461,37461,5725,5725,5803,5803,39310,39310,91452,91452,34908,34908,41275,41275,79049,79049,120629,120629,41022,41022,37446,37446,187194,187194,47276,47276,118316,118316,68323,68323,34506,34506,40429,40429,50458,50458,130988,130988,29748,29748,36755,36755,29828,29828,16962,16962,32549,32549,31811,31811,92448,92448,7544,7544,7852,7852,56092,56092,18830,18830,143924,143924,3519,3519,29600,29600,55490,55490,7363,7363,72390,72390,26664,26664,21585,21585,7307,7307,14969,14969,17823,17823,38056,38056,31814,31814,23934,23934,51455,51455,24250,24250,76824,76824,42388,42388,39299,39299,31676,31676
21,116429,116429,47853,47853,9186,9186,30175,30175,15338,15338,57037,57037,116296,116296,21829,21829,21017,21017,39232,39232,14341,14341,66106,66106,18099,18099,50885,50885,41890,41890,31511,31511,14579,14579,11369,11369,25306,25306,41014,41014,9904,9904,19619,19619,63273,63273,41415,41415,19689,19689,29398,29398,110151,110151,18618,18618,60009,60009,14944,14944,77327,77327,38635,38635,18660,18660,32317,32317,39770,39770,41621,41621,31874,31874,8843,8843,21663,21663,169461,169461,36240,36240,37414,37414,5859,5859,5838,5838,39827,39827,83137,83137,34708,34708,40134,40134,79130,79130,116618,116618,41193,41193,37770,37770,188717,188717,47612,47612,116667,116667,66842,66842,33798,33798,38989,38989,50549,50549,130375,130375,29501,29501,35788,35788,31773,31773,17401,17401,32529,32529,31248,31248,91882,91882,7786,7786,8209,8209,54662,54662,18998,18998,116439,116439,3578,3578,29777,29777,54476,54476,7329,7329,69478,69478,27296,27296,22599,22599,7418,7418,15880,15880,17818,17818,36875,36875,31372,31372,24089,24089,49506,49506,24723,24723,76897,76897,42785,42785,39207,39207,31749,31749
