 ,IntDen1,RawIntDen1,IntDen2,RawIntDen2,IntDen3,RawIntDen3,IntDen4,RawIntDen4,IntDen5,RawIntDen5,IntDen6,RawIntDen6,IntDen7,RawIntDen7,IntDen8,RawIntDen8,IntDen9,RawIntDen9,IntDen10,RawIntDen10,IntDen11,RawIntDen11,IntDen12,RawIntDen12,IntDen13,RawIntDen13,IntDen14,RawIntDen14,IntDen15,RawIntDen15,IntDen16,RawIntDen16,IntDen17,RawIntDen17,IntDen18,RawIntDen18,IntDen19,RawIntDen19,IntDen20,RawIntDen20,IntDen21,RawIntDen21,IntDen22,RawIntDen22,IntDen23,RawIntDen23,IntDen24,RawIntDen24,IntDen25,RawIntDen25,IntDen26,RawIntDen26,IntDen27,RawIntDen27,IntDen28,RawIntDen28,IntDen29,RawIntDen29,IntDen30,RawIntDen30,IntDen31,RawIntDen31,IntDen32,RawIntDen32,IntDen33,RawIntDen33,IntDen34,RawIntDen34,IntDen35,RawIntDen35,IntDen36,RawIntDen36,IntDen37,RawIntDen37,IntDen38,RawIntDen38,IntDen39,RawIntDen39,IntDen40,RawIntDen40,IntDen41,RawIntDen41,IntDen42,RawIntDen42,IntDen43,RawIntDen43,IntDen44,RawIntDen44,IntDen45,RawIntDen45,IntDen46,RawIntDen46,IntDen47,RawIntDen47,IntDen48,RawIntDen48,IntDen49,RawIntDen49,IntDen50,RawIntDen50,IntDen51,RawIntDen51,IntDen52,RawIntDen52,IntDen53,RawIntDen53,IntDen54,RawIntDen54,IntDen55,RawIntDen55,IntDen56,RawIntDen56,IntDen57,RawIntDen57,IntDen58,RawIntDen58,IntDen59,RawIntDen59,IntDen60,RawIntDen60,IntDen61,RawIntDen61,IntDen62,RawIntDen62,IntDen63,RawIntDen63,IntDen64,RawIntDen64,IntDen65,RawIntDen65,IntDen66,RawIntDen66,IntDen67,RawIntDen67,IntDen68,RawIntDen68,IntDen69,RawIntDen69,IntDen70,RawIntDen70,IntDen71,RawIntDen71,IntDen72,RawIntDen72,IntDen73,RawIntDen73,IntDen74,RawIntDen74,IntDen75,RawIntDen75,IntDen76,RawIntDen76,IntDen77,RawIntDen77,IntDen78,RawIntDen78,IntDen79,RawIntDen79,IntDen80,RawIntDen80,IntDen81,RawIntDen81,IntDen82,RawIntDen82,IntDen83,RawIntDen83,IntDen84,RawIntDen84,IntDen85,RawIntDen85,IntDen86,RawIntDen86,IntDen87,RawIntDen87,IntDen88,RawIntDen88,IntDen89,RawIntDen89,IntDen90,RawIntDen90,IntDen91,RawIntDen91
22,6484,6484,34858,34858,33802,33802,12117,12117,15773,15773,18286,18286,32332,32332,29863,29863,15500,15500,30391,30391,11349,11349,20927,20927,11164,11164,48967,48967,19665,19665,43704,43704,27218,27218,29506,29506,34424,34424,26143,26143,30120,30120,23485,23485,23290,23290,12499,12499,63923,63923,22326,22326,20955,20955,17971,17971,72015,72015,13308,13308,37579,37579,36782,36782,2034,2034,2867,2867,37694,37694,15477,15477,11328,11328,39364,39364,23847,23847,12080,12080,18514,18514,42886,42886,11462,11462,9419,9419,8796,8796,9581,9581,13111,13111,12602,12602,4401,4401,16650,16650,0,0,12431,12431,23452,23452,22652,22652,11788,11788,14838,14838,16804,16804,21708,21708,9828,9828,13060,13060,10857,10857,15739,15739,10876,10876,45449,45449,20188,20188,20463,20463,4055,4055,2872,2872,10050,10050,2825,2825,23859,23859,11478,11478,11769,11769,9733,9733,18227,18227,4741,4741,18338,18338,3646,3646,2874,2874,2680,2680,6818,6818,22499,22499,8507,8507,3097,3097,3607,3607,4152,4152,2397,2397,1787,1787,4564,4564,2491,2491,7345,7345
23,6587,6587,34316,34316,34657,34657,11996,11996,16043,16043,18090,18090,33991,33991,29166,29166,15543,15543,30902,30902,11222,11222,21382,21382,11024,11024,49430,49430,19300,19300,42743,42743,27365,27365,29706,29706,34795,34795,25171,25171,30163,30163,23425,23425,22487,22487,12600,12600,65131,65131,22833,22833,20895,20895,18838,18838,72141,72141,13310,13310,37521,37521,36736,36736,2034,2034,2824,2824,37520,37520,15322,15322,11874,11874,40708,40708,24217,24217,12095,12095,19027,19027,50376,50376,11147,11147,9621,9621,8938,8938,10048,10048,14742,14742,12578,12578,4699,4699,16131,16131,0,0,12285,12285,24197,24197,22573,22573,11362,11362,14365,14365,17050,17050,21299,21299,9741,9741,12961,12961,10728,10728,16498,16498,11127,11127,44794,44794,20152,20152,21375,21375,4335,4335,2721,2721,9716,9716,2648,2648,24388,24388,11606,11606,12075,12075,10135,10135,18798,18798,4877,4877,18611,18611,3628,3628,2963,2963,2785,2785,6937,6937,22535,22535,8669,8669,3142,3142,3764,3764,4109,4109,2542,2542,1673,1673,4627,4627,2368,2368,7182,7182
24,6582,6582,34049,34049,33063,33063,12278,12278,15568,15568,18468,18468,33250,33250,29433,29433,15234,15234,30946,30946,11110,11110,21489,21489,11178,11178,50438,50438,19696,19696,42438,42438,27634,27634,29858,29858,34639,34639,24212,24212,30511,30511,23739,23739,22930,22930,12762,12762,65224,65224,22535,22535,21890,21890,19528,19528,72587,72587,13142,13142,37481,37481,36753,36753,2126,2126,2805,2805,40454,40454,14892,14892,11323,11323,41256,41256,24557,24557,12050,12050,19096,19096,66410,66410,11038,11038,9464,9464,9214,9214,9933,9933,13055,13055,12660,12660,4716,4716,16583,16583,0,0,12064,12064,24226,24226,22928,22928,11648,11648,14783,14783,17326,17326,21893,21893,9883,9883,12704,12704,10736,10736,15987,15987,10745,10745,44382,44382,19894,19894,20624,20624,4346,4346,2736,2736,9867,9867,2816,2816,24528,24528,11490,11490,12279,12279,9934,9934,19095,19095,4641,4641,18220,18220,3627,3627,2940,2940,2863,2863,6894,6894,22235,22235,8858,8858,3143,3143,3813,3813,4295,4295,2377,2377,1707,1707,4569,4569,2373,2373,6981,6981
25,6666,6666,34653,34653,34461,34461,12369,12369,16052,16052,18324,18324,34115,34115,29521,29521,15667,15667,31084,31084,11157,11157,21930,21930,11263,11263,50863,50863,19580,19580,41400,41400,28103,28103,29840,29840,35109,35109,23732,23732,30791,30791,22711,22711,22653,22653,12663,12663,65987,65987,22207,22207,21407,21407,20254,20254,73833,73833,12865,12865,38680,38680,36922,36922,2108,2108,2854,2854,40582,40582,15306,15306,11182,11182,41157,41157,23863,23863,12365,12365,18828,18828,73811,73811,11184,11184,9176,9176,9285,9285,9482,9482,12850,12850,12535,12535,4711,4711,16294,16294,0,0,12724,12724,24318,24318,22969,22969,11817,11817,14817,14817,16700,16700,21936,21936,9961,9961,12756,12756,11182,11182,15864,15864,11150,11150,43287,43287,20392,20392,21672,21672,3983,3983,2777,2777,9817,9817,2774,2774,24023,24023,11845,11845,11718,11718,9651,9651,19543,19543,4694,4694,18701,18701,3682,3682,3090,3090,2626,2626,7037,7037,23170,23170,8834,8834,3254,3254,3623,3623,4295,4295,2598,2598,1837,1837,4603,4603,2184,2184,7186,7186
26,6346,6346,35115,35115,34209,34209,12813,12813,16351,16351,18248,18248,33578,33578,30048,30048,15848,15848,30976,30976,11008,11008,21863,21863,11180,11180,51677,51677,19561,19561,42313,42313,28111,28111,30230,30230,35427,35427,23486,23486,32017,32017,22179,22179,22606,22606,12481,12481,65260,65260,22529,22529,21326,21326,19593,19593,74357,74357,13212,13212,37357,37357,37225,37225,2226,2226,2908,2908,41688,41688,15160,15160,11462,11462,41980,41980,23877,23877,12221,12221,18969,18969,75681,75681,11361,11361,9408,9408,9339,9339,10082,10082,13285,13285,12487,12487,4616,4616,16273,16273,0,0,12771,12771,24454,24454,23255,23255,11909,11909,14406,14406,17123,17123,21836,21836,10165,10165,13052,13052,11339,11339,16647,16647,11382,11382,43507,43507,19837,19837,21422,21422,4247,4247,2769,2769,9818,9818,2990,2990,24615,24615,11791,11791,11858,11858,10029,10029,18834,18834,4614,4614,18697,18697,3584,3584,3135,3135,2794,2794,7056,7056,23016,23016,8581,8581,3149,3149,3791,3791,4182,4182,2627,2627,1769,1769,4401,4401,2326,2326,7360,7360
27,6536,6536,35589,35589,33909,33909,12894,12894,16214,16214,18576,18576,33513,33513,29965,29965,15743,15743,31516,31516,11060,11060,22014,22014,11477,11477,51108,51108,19425,19425,42037,42037,27595,27595,29383,29383,35804,35804,22840,22840,32170,32170,22482,22482,22528,22528,12524,12524,65198,65198,22884,22884,21938,21938,19825,19825,74049,74049,13282,13282,37150,37150,37621,37621,2063,2063,2935,2935,43838,43838,15712,15712,11404,11404,43019,43019,24662,24662,12847,12847,19307,19307,76164,76164,11482,11482,9494,9494,9925,9925,10057,10057,13433,13433,12644,12644,4685,4685,16098,16098,0,0,12612,12612,25285,25285,22274,22274,11719,11719,14817,14817,17017,17017,21393,21393,10131,10131,12870,12870,10816,10816,15681,15681,10713,10713,43334,43334,20131,20131,21552,21552,4049,4049,2867,2867,9890,9890,2955,2955,24755,24755,11738,11738,12159,12159,10026,10026,18915,18915,4835,4835,18797,18797,3807,3807,2956,2956,2880,2880,6849,6849,22992,22992,8924,8924,3049,3049,3675,3675,4008,4008,2570,2570,1780,1780,4750,4750,2443,2443,7035,7035
28,6565,6565,35516,35516,34606,34606,12605,12605,16259,16259,18850,18850,33864,33864,30413,30413,15787,15787,31698,31698,11363,11363,22249,22249,11387,11387,51559,51559,19223,19223,42544,42544,28401,28401,30217,30217,36635,36635,22664,22664,33361,33361,22853,22853,22613,22613,12634,12634,66430,66430,22701,22701,21702,21702,20362,20362,74903,74903,13327,13327,39612,39612,37474,37474,2107,2107,2705,2705,48354,48354,15018,15018,11357,11357,43390,43390,24572,24572,12439,12439,18990,18990,77577,77577,11768,11768,9541,9541,9445,9445,10181,10181,15372,15372,12813,12813,4514,4514,16403,16403,0,0,12602,12602,25723,25723,24060,24060,11806,11806,14854,14854,17417,17417,21734,21734,10473,10473,13124,13124,10959,10959,16138,16138,10905,10905,42510,42510,20090,20090,21776,21776,4160,4160,2913,2913,9805,9805,2828,2828,24483,24483,11865,11865,12542,12542,10282,10282,19324,19324,4956,4956,18772,18772,3530,3530,2996,2996,2915,2915,6954,6954,23193,23193,8939,8939,3251,3251,3748,3748,4197,4197,2507,2507,1801,1801,4659,4659,2329,2329,7000,7000
29,6551,6551,35613,35613,32962,32962,12526,12526,16018,16018,18658,18658,33893,33893,30990,30990,15664,15664,31472,31472,11370,11370,22265,22265,11327,11327,51862,51862,19242,19242,42524,42524,27590,27590,29168,29168,36020,36020,22211,22211,33250,33250,22194,22194,22814,22814,12086,12086,66735,66735,23092,23092,21356,21356,20499,20499,73454,73454,13303,13303,39490,39490,37092,37092,2167,2167,2949,2949,52770,52770,15582,15582,11503,11503,42704,42704,24661,24661,12664,12664,19452,19452,76291,76291,11560,11560,9644,9644,10051,10051,9856,9856,14116,14116,12530,12530,4569,4569,16080,16080,0,0,12654,12654,25167,25167,23377,23377,11779,11779,14993,14993,17189,17189,21820,21820,10342,10342,13183,13183,10916,10916,15784,15784,10870,10870,41709,41709,20232,20232,21856,21856,4064,4064,2827,2827,9937,9937,2848,2848,24595,24595,11959,11959,12188,12188,9840,9840,19284,19284,5088,5088,18748,18748,4005,4005,2976,2976,2923,2923,6914,6914,23138,23138,8987,8987,3192,3192,3802,3802,4139,4139,2226,2226,1739,1739,4576,4576,2461,2461,7193,7193
30,6675,6675,35081,35081,33874,33874,12813,12813,16352,16352,18689,18689,34143,34143,30728,30728,15847,15847,31766,31766,11158,11158,22239,22239,11450,11450,51290,51290,19852,19852,42281,42281,27906,27906,29194,29194,36616,36616,22065,22065,33567,33567,21865,21865,22874,22874,12113,12113,65945,65945,22624,22624,21596,21596,20217,20217,74577,74577,14104,14104,38401,38401,37619,37619,2243,2243,2710,2710,54308,54308,15603,15603,11358,11358,43917,43917,24354,24354,12603,12603,19022,19022,77736,77736,11638,11638,9457,9457,10172,10172,10010,10010,15220,15220,12337,12337,4377,4377,16399,16399,0,0,12899,12899,25234,25234,23428,23428,12034,12034,15071,15071,17264,17264,21386,21386,10446,10446,13154,13154,10963,10963,16067,16067,11024,11024,40215,40215,19673,19673,21711,21711,4139,4139,2901,2901,9984,9984,2741,2741,24604,24604,11996,11996,12568,12568,9677,9677,19130,19130,4775,4775,18765,18765,3890,3890,2928,2928,2865,2865,7116,7116,22951,22951,8948,8948,3198,3198,3866,3866,4165,4165,2519,2519,1708,1708,4688,4688,2307,2307,6888,6888
31,6643,6643,35820,35820,35039,35039,12486,12486,16412,16412,18717,18717,33820,33820,30807,30807,15243,15243,31442,31442,11664,11664,22571,22571,11323,11323,52219,52219,19209,19209,41998,41998,28047,28047,29645,29645,36494,36494,21480,21480,33927,33927,22102,22102,22992,22992,12308,12308,66736,66736,22653,22653,21598,21598,20632,20632,74372,74372,13765,13765,39197,39197,36996,36996,2153,2153,2805,2805,55896,55896,15403,15403,11583,11583,44901,44901,23930,23930,12324,12324,19249,19249,78253,78253,11719,11719,9524,9524,10157,10157,9990,9990,18117,18117,12414,12414,4334,4334,16455,16455,0,0,12303,12303,25339,25339,23032,23032,11829,11829,15150,15150,16861,16861,22187,22187,10387,10387,13501,13501,11096,11096,15938,15938,10895,10895,39966,39966,19939,19939,22001,22001,4002,4002,2929,2929,10446,10446,3061,3061,24997,24997,11666,11666,12457,12457,9996,9996,19588,19588,4750,4750,18830,18830,3810,3810,3323,3323,2846,2846,6925,6925,22962,22962,8882,8882,3087,3087,3479,3479,3979,3979,2363,2363,1622,1622,4439,4439,2387,2387,7023,7023
32,6478,6478,35098,35098,35369,35369,12548,12548,16252,16252,19124,19124,34305,34305,30553,30553,15477,15477,31948,31948,11290,11290,22248,22248,11366,11366,52180,52180,19897,19897,41886,41886,28355,28355,29380,29380,36177,36177,20921,20921,34028,34028,21885,21885,23356,23356,12011,12011,66718,66718,22396,22396,21794,21794,20262,20262,74877,74877,13134,13134,37456,37456,37459,37459,2069,2069,2772,2772,56763,56763,15543,15543,11637,11637,44834,44834,24514,24514,12583,12583,19178,19178,79654,79654,11280,11280,9748,9748,10191,10191,9856,9856,17110,17110,12269,12269,4231,4231,15881,15881,0,0,12365,12365,24934,24934,23215,23215,11978,11978,15326,15326,16866,16866,21722,21722,10124,10124,13451,13451,11257,11257,15587,15587,11348,11348,39683,39683,19838,19838,21715,21715,4330,4330,2958,2958,10203,10203,2906,2906,25073,25073,12341,12341,12469,12469,9928,9928,19938,19938,4963,4963,19019,19019,3889,3889,3024,3024,2782,2782,7190,7190,22606,22606,9320,9320,3184,3184,3653,3653,4089,4089,2459,2459,1670,1670,4671,4671,2268,2268,7093,7093
33,6583,6583,35488,35488,34855,34855,12331,12331,16066,16066,18643,18643,34671,34671,30865,30865,15790,15790,31681,31681,11812,11812,22903,22903,11637,11637,51939,51939,19166,19166,42224,42224,28120,28120,29336,29336,36731,36731,20358,20358,34182,34182,21983,21983,23824,23824,12610,12610,67623,67623,22294,22294,21999,21999,21382,21382,74012,74012,13559,13559,40560,40560,37260,37260,2223,2223,2778,2778,57590,57590,15662,15662,11635,11635,44311,44311,24750,24750,12345,12345,19391,19391,79323,79323,11601,11601,9699,9699,10282,10282,9985,9985,16384,16384,12691,12691,4570,4570,16531,16531,0,0,12414,12414,25843,25843,23193,23193,11959,11959,15174,15174,17027,17027,21953,21953,10245,10245,13251,13251,11021,11021,15287,15287,11053,11053,39389,39389,20245,20245,22111,22111,4292,4292,2837,2837,10326,10326,2947,2947,25165,25165,11685,11685,12629,12629,9886,9886,19151,19151,5004,5004,18693,18693,3782,3782,3091,3091,2724,2724,6736,6736,23426,23426,9379,9379,3242,3242,3711,3711,4083,4083,2450,2450,1724,1724,4529,4529,2528,2528,6894,6894
34,6494,6494,35069,35069,33578,33578,12036,12036,16246,16246,18582,18582,33800,33800,30723,30723,16003,16003,31384,31384,11628,11628,22518,22518,11053,11053,53004,53004,19527,19527,41630,41630,28403,28403,29210,29210,36619,36619,20133,20133,34869,34869,21865,21865,24139,24139,12720,12720,67786,67786,22681,22681,21709,21709,21451,21451,74279,74279,13039,13039,40734,40734,37923,37923,2124,2124,2890,2890,57200,57200,15456,15456,11790,11790,45050,45050,24233,24233,12737,12737,18911,18911,80095,80095,11179,11179,9633,9633,10200,10200,10238,10238,15518,15518,12799,12799,4445,4445,16501,16501,0,0,12361,12361,25229,25229,23239,23239,11932,11932,15200,15200,17023,17023,22038,22038,10608,10608,13200,13200,11112,11112,15031,15031,10954,10954,39272,39272,20127,20127,22173,22173,4374,4374,2822,2822,10444,10444,2931,2931,24375,24375,12028,12028,12528,12528,9867,9867,19730,19730,4962,4962,18806,18806,3968,3968,2926,2926,2888,2888,7148,7148,22763,22763,9092,9092,3120,3120,3764,3764,3929,3929,2470,2470,1665,1665,4647,4647,2229,2229,7000,7000
35,6684,6684,35484,35484,34075,34075,12526,12526,15888,15888,18297,18297,34205,34205,31178,31178,16062,16062,32085,32085,11331,11331,22451,22451,11522,11522,51856,51856,19146,19146,43472,43472,28264,28264,29426,29426,36140,36140,19795,19795,34971,34971,22148,22148,23947,23947,12472,12472,68354,68354,22673,22673,21357,21357,21194,21194,74735,74735,13285,13285,41231,41231,38289,38289,2134,2134,2857,2857,56877,56877,15198,15198,11629,11629,45386,45386,24776,24776,12478,12478,18629,18629,79711,79711,11331,11331,9782,9782,10575,10575,10184,10184,13847,13847,12517,12517,4215,4215,16707,16707,0,0,12439,12439,25242,25242,22481,22481,11708,11708,15354,15354,17204,17204,21702,21702,10809,10809,13538,13538,10992,10992,15177,15177,11325,11325,38931,38931,19713,19713,22252,22252,4281,4281,2872,2872,10494,10494,2976,2976,25025,25025,11894,11894,12974,12974,10301,10301,19340,19340,4907,4907,19406,19406,3717,3717,3034,3034,2972,2972,6833,6833,22710,22710,9146,9146,2987,2987,3855,3855,3901,3901,2341,2341,1838,1838,4696,4696,2341,2341,7313,7313
36,6482,6482,34765,34765,33648,33648,12219,12219,16540,16540,18491,18491,33712,33712,31649,31649,15938,15938,31273,31273,11044,11044,23048,23048,11254,11254,51670,51670,19513,19513,44391,44391,28236,28236,29273,29273,35914,35914,19383,19383,34783,34783,22184,22184,24000,24000,13458,13458,68261,68261,22232,22232,21413,21413,21639,21639,74510,74510,13088,13088,41169,41169,37374,37374,2040,2040,2850,2850,58651,58651,15729,15729,11739,11739,45277,45277,24863,24863,12228,12228,18892,18892,80249,80249,11206,11206,9587,9587,10688,10688,9937,9937,13434,13434,12378,12378,4435,4435,16738,16738,0,0,12544,12544,25097,25097,23391,23391,11912,11912,15170,15170,17186,17186,22145,22145,11161,11161,13232,13232,11009,11009,14970,14970,11074,11074,38390,38390,20003,20003,22096,22096,4063,4063,2780,2780,10140,10140,3017,3017,24651,24651,12512,12512,12680,12680,9744,9744,19709,19709,5134,5134,18632,18632,3755,3755,2819,2819,2952,2952,7245,7245,22856,22856,9247,9247,3105,3105,3893,3893,3837,3837,2368,2368,1699,1699,4820,4820,2182,2182,6700,6700
37,6731,6731,35866,35866,34798,34798,12022,12022,16325,16325,18900,18900,32987,32987,31182,31182,15197,15197,31537,31537,11197,11197,23048,23048,11325,11325,51670,51670,19438,19438,43953,43953,27596,27596,29079,29079,35838,35838,19363,19363,35484,35484,22223,22223,23803,23803,12919,12919,68051,68051,22661,22661,21248,21248,21394,21394,75229,75229,13205,13205,41207,41207,36997,36997,2237,2237,2774,2774,59194,59194,15258,15258,11739,11739,44998,44998,24226,24226,12579,12579,18291,18291,80753,80753,11759,11759,9373,9373,10322,10322,10111,10111,13413,13413,12264,12264,4319,4319,17028,17028,0,0,12252,12252,25633,25633,23219,23219,11917,11917,15664,15664,16827,16827,22129,22129,11437,11437,13274,13274,11411,11411,15333,15333,11163,11163,38479,38479,20460,20460,22321,22321,4207,4207,2999,2999,10128,10128,2904,2904,24820,24820,12217,12217,12531,12531,9759,9759,19332,19332,5055,5055,19356,19356,3926,3926,2969,2969,2763,2763,7071,7071,22344,22344,9472,9472,3216,3216,3635,3635,3922,3922,2539,2539,1600,1600,4590,4590,2479,2479,7154,7154
38,6435,6435,35625,35625,34498,34498,11975,11975,16281,16281,18326,18326,33018,33018,31009,31009,15675,15675,32007,32007,11179,11179,23134,23134,11229,11229,52616,52616,19870,19870,44037,44037,27984,27984,29611,29611,35915,35915,18647,18647,36502,36502,22072,22072,24009,24009,13515,13515,68293,68293,23319,23319,21689,21689,21670,21670,76455,76455,13499,13499,41976,41976,38120,38120,2167,2167,2776,2776,58990,58990,15510,15510,11879,11879,45559,45559,24231,24231,12394,12394,18538,18538,81433,81433,11406,11406,9510,9510,10021,10021,10589,10589,13413,13413,12555,12555,4262,4262,16678,16678,0,0,12173,12173,25410,25410,23240,23240,11921,11921,15312,15312,17147,17147,21873,21873,11404,11404,13104,13104,11164,11164,15189,15189,11252,11252,38051,38051,19908,19908,22564,22564,4073,4073,2885,2885,10557,10557,2968,2968,24706,24706,12036,12036,12684,12684,9841,9841,19370,19370,4903,4903,19103,19103,3474,3474,2964,2964,2755,2755,6954,6954,23229,23229,9501,9501,3112,3112,3691,3691,3766,3766,2364,2364,1739,1739,4738,4738,2377,2377,6619,6619
39,6531,6531,35670,35670,34473,34473,12242,12242,16221,16221,18649,18649,33724,33724,31147,31147,16038,16038,31789,31789,11486,11486,22569,22569,11472,11472,53232,53232,19703,19703,43782,43782,27693,27693,30171,30171,36466,36466,18508,18508,36433,36433,21830,21830,23465,23465,13396,13396,69088,69088,22794,22794,21379,21379,21390,21390,76440,76440,13272,13272,42087,42087,38291,38291,2179,2179,2762,2762,59928,59928,15410,15410,11164,11164,45183,45183,24594,24594,12484,12484,18896,18896,81741,81741,11399,11399,9419,9419,9411,9411,10788,10788,13796,13796,12350,12350,4387,4387,17025,17025,0,0,12612,12612,25550,25550,23140,23140,11477,11477,15470,15470,17196,17196,22573,22573,11832,11832,13023,13023,11534,11534,15170,15170,11289,11289,38591,38591,19894,19894,22762,22762,4146,4146,2864,2864,10264,10264,3045,3045,23940,23940,11654,11654,12873,12873,10155,10155,19071,19071,4905,4905,18983,18983,3975,3975,3102,3102,2704,2704,7300,7300,22504,22504,8988,8988,3302,3302,3720,3720,3938,3938,2543,2543,1795,1795,4723,4723,2390,2390,6866,6866
40,6513,6513,35445,35445,34574,34574,11953,11953,16025,16025,18328,18328,33032,33032,31067,31067,15549,15549,32165,32165,11030,11030,22830,22830,11363,11363,53096,53096,19122,19122,42449,42449,27866,27866,30380,30380,37343,37343,18272,18272,36153,36153,21363,21363,23247,23247,13317,13317,69002,69002,22551,22551,21320,21320,20639,20639,75588,75588,13212,13212,41861,41861,37946,37946,2123,2123,2786,2786,62767,62767,15974,15974,11274,11274,45240,45240,24393,24393,12703,12703,18406,18406,82042,82042,11006,11006,9763,9763,9564,9564,10511,10511,13693,13693,12452,12452,4258,4258,16312,16312,0,0,12513,12513,25948,25948,23280,23280,11801,11801,15588,15588,16262,16262,22684,22684,12421,12421,13222,13222,11376,11376,15192,15192,11149,11149,37911,37911,19587,19587,22040,22040,4217,4217,2990,2990,10468,10468,2943,2943,24187,24187,11848,11848,13025,13025,10196,10196,19568,19568,4812,4812,19131,19131,3623,3623,2940,2940,2850,2850,7390,7390,23455,23455,9158,9158,3174,3174,3768,3768,4114,4114,2377,2377,1707,1707,4620,4620,2410,2410,6931,6931
