 ,IntDen1,RawIntDen1,IntDen2,RawIntDen2,IntDen3,RawIntDen3,IntDen4,RawIntDen4,IntDen5,RawIntDen5,IntDen6,RawIntDen6,IntDen7,RawIntDen7,IntDen8,RawIntDen8,IntDen9,RawIntDen9,IntDen10,RawIntDen10,IntDen11,RawIntDen11,IntDen12,RawIntDen12,IntDen13,RawIntDen13,IntDen14,RawIntDen14,IntDen15,RawIntDen15,IntDen16,RawIntDen16,IntDen17,RawIntDen17,IntDen18,RawIntDen18,IntDen19,RawIntDen19,IntDen20,RawIntDen20,IntDen21,RawIntDen21,IntDen22,RawIntDen22,IntDen23,RawIntDen23,IntDen24,RawIntDen24,IntDen25,RawIntDen25,IntDen26,RawIntDen26,IntDen27,RawIntDen27,IntDen28,RawIntDen28,IntDen29,RawIntDen29,IntDen30,RawIntDen30,IntDen31,RawIntDen31,IntDen32,RawIntDen32,IntDen33,RawIntDen33,IntDen34,RawIntDen34,IntDen35,RawIntDen35,IntDen36,RawIntDen36,IntDen37,RawIntDen37,IntDen38,RawIntDen38,IntDen39,RawIntDen39,IntDen40,RawIntDen40,IntDen41,RawIntDen41,IntDen42,RawIntDen42,IntDen43,RawIntDen43,IntDen44,RawIntDen44,IntDen45,RawIntDen45,IntDen46,RawIntDen46,IntDen47,RawIntDen47,IntDen48,RawIntDen48,IntDen49,RawIntDen49,IntDen50,RawIntDen50,IntDen51,RawIntDen51,IntDen52,RawIntDen52,IntDen53,RawIntDen53,IntDen54,RawIntDen54,IntDen55,RawIntDen55,IntDen56,RawIntDen56,IntDen57,RawIntDen57,IntDen58,RawIntDen58,IntDen59,RawIntDen59,IntDen60,RawIntDen60,IntDen61,RawIntDen61,IntDen62,RawIntDen62,IntDen63,RawIntDen63,IntDen64,RawIntDen64,IntDen65,RawIntDen65,IntDen66,RawIntDen66,IntDen67,RawIntDen67,IntDen68,RawIntDen68,IntDen69,RawIntDen69,IntDen70,RawIntDen70,IntDen71,RawIntDen71,IntDen72,RawIntDen72,IntDen73,RawIntDen73,IntDen74,RawIntDen74,IntDen75,RawIntDen75,IntDen76,RawIntDen76,IntDen77,RawIntDen77,IntDen78,RawIntDen78,IntDen79,RawIntDen79,IntDen80,RawIntDen80,IntDen81,RawIntDen81,IntDen82,RawIntDen82,IntDen83,RawIntDen83,IntDen84,RawIntDen84,IntDen85,RawIntDen85,IntDen86,RawIntDen86,IntDen87,RawIntDen87,IntDen88,RawIntDen88
21,23373,23373,39874,39874,38154,38154,30482,30482,47263,47263,87560,87560,55937,55937,22553,22553,5936,5936,11791,11791,11832,11832,45930,45930,20756,20756,48472,48472,6808,6808,14060,14060,30950,30950,109385,109385,5048,5048,14416,14416,14558,14558,59163,59163,30112,30112,10625,10625,87389,87389,36126,36126,28800,28800,137810,137810,2378,2378,14754,14754,3072,3072,16024,16024,69402,69402,67863,67863,44916,44916,16717,16717,779,779,10088,10088,54108,54108,27949,27949,51513,51513,24062,24062,26371,26371,9341,9341,24587,24587,56957,56957,17880,17880,21725,21725,46450,46450,15924,15924,29441,29441,31722,31722,10744,10744,10963,10963,31896,31896,27556,27556,50382,50382,54363,54363,74725,74725,21263,21263,66643,66643,49546,49546,30915,30915,29060,29060,16544,16544,89706,89706,18699,18699,48285,48285,45958,45958,38195,38195,25920,25920,618,618,41299,41299,19245,19245,23457,23457,25440,25440,18514,18514,12236,12236,14587,14587,14870,14870,27971,27971,6962,6962,60984,60984,20168,20168,13301,13301,28593,28593,20290,20290,13803,13803
22,23741,23741,40470,40470,38328,38328,33165,33165,48721,48721,88322,88322,57784,57784,23452,23452,7031,7031,12089,12089,12033,12033,46500,46500,21165,21165,48315,48315,7084,7084,14177,14177,30925,30925,109839,109839,5002,5002,14708,14708,14604,14604,58660,58660,30524,30524,11026,11026,87405,87405,36553,36553,28903,28903,142053,142053,2439,2439,14960,14960,3251,3251,15819,15819,70927,70927,69122,69122,50121,50121,17660,17660,776,776,10181,10181,55011,55011,27842,27842,52414,52414,25177,25177,30157,30157,9685,9685,24253,24253,57079,57079,17957,17957,21293,21293,45226,45226,15889,15889,33045,33045,32359,32359,10821,10821,10939,10939,32120,32120,27263,27263,50626,50626,54273,54273,73097,73097,20680,20680,65720,65720,47587,47587,31333,31333,29322,29322,16273,16273,87800,87800,18393,18393,48318,48318,46266,46266,37777,37777,26337,26337,772,772,41230,41230,19962,19962,23455,23455,24528,24528,18424,18424,11503,11503,14739,14739,14926,14926,27655,27655,7121,7121,60522,60522,20219,20219,13201,13201,28267,28267,19972,19972,14310,14310
23,23528,23528,40719,40719,39395,39395,33265,33265,47958,47958,87199,87199,58211,58211,22949,22949,6978,6978,11728,11728,11704,11704,45609,45609,21731,21731,49056,49056,6741,6741,14246,14246,30982,30982,109260,109260,5521,5521,14175,14175,14554,14554,59265,59265,30364,30364,10894,10894,87952,87952,36375,36375,28891,28891,136819,136819,2545,2545,14838,14838,3266,3266,15806,15806,72296,72296,68794,68794,48154,48154,17397,17397,818,818,10726,10726,54872,54872,28192,28192,52192,52192,25255,25255,25011,25011,9136,9136,24529,24529,57924,57924,18493,18493,20977,20977,46725,46725,15714,15714,27547,27547,32170,32170,10834,10834,10694,10694,32374,32374,27373,27373,51007,51007,54615,54615,74564,74564,19817,19817,65881,65881,47913,47913,31810,31810,29750,29750,16760,16760,78861,78861,18116,18116,48190,48190,45149,45149,38395,38395,26934,26934,750,750,41431,41431,21202,21202,23265,23265,25106,25106,18759,18759,11665,11665,14791,14791,15305,15305,27640,27640,6954,6954,61033,61033,20045,20045,13502,13502,28669,28669,19932,19932,14080,14080
24,24466,24466,40949,40949,38725,38725,33371,33371,48580,48580,88574,88574,59230,59230,22919,22919,4497,4497,12312,12312,12154,12154,46026,46026,21436,21436,48777,48777,6970,6970,14252,14252,31372,31372,110623,110623,5417,5417,14648,14648,14440,14440,59530,59530,30112,30112,11040,11040,87788,87788,36676,36676,29300,29300,138896,138896,2376,2376,15161,15161,3119,3119,15908,15908,70788,70788,68903,68903,44952,44952,15961,15961,829,829,11222,11222,54819,54819,28214,28214,51885,51885,26819,26819,29744,29744,9453,9453,24437,24437,57237,57237,18568,18568,21626,21626,46018,46018,15957,15957,25615,25615,32293,32293,10791,10791,10918,10918,32420,32420,27020,27020,50794,50794,55040,55040,74866,74866,20253,20253,65335,65335,44188,44188,32423,32423,29322,29322,16139,16139,76181,76181,19472,19472,50032,50032,44915,44915,38706,38706,26778,26778,748,748,42225,42225,20943,20943,23203,23203,25186,25186,18698,18698,11821,11821,14681,14681,15561,15561,27933,27933,7099,7099,61893,61893,20224,20224,13743,13743,28084,28084,20236,20236,14580,14580
25,24054,24054,40464,40464,39121,39121,31161,31161,48898,48898,88600,88600,59151,59151,23936,23936,9170,9170,11987,11987,12445,12445,47499,47499,21772,21772,49557,49557,6800,6800,14428,14428,31687,31687,110063,110063,5162,5162,15322,15322,14468,14468,59350,59350,30417,30417,11943,11943,86866,86866,35192,35192,29681,29681,129965,129965,2427,2427,14965,14965,3148,3148,16095,16095,72097,72097,68777,68777,41627,41627,16952,16952,722,722,11132,11132,55456,55456,28560,28560,51721,51721,29178,29178,31510,31510,9206,9206,25037,25037,57039,57039,18308,18308,21731,21731,48513,48513,15821,15821,25755,25755,32526,32526,11415,11415,10744,10744,32824,32824,27300,27300,51005,51005,54873,54873,74002,74002,20809,20809,65319,65319,44570,44570,31549,31549,29978,29978,16547,16547,75722,75722,18927,18927,48863,48863,45734,45734,39417,39417,26634,26634,729,729,41979,41979,21420,21420,23381,23381,25090,25090,18187,18187,11309,11309,14654,14654,14933,14933,27925,27925,6534,6534,60483,60483,19663,19663,13624,13624,27870,27870,19539,19539,14346,14346
26,24559,24559,41259,41259,38972,38972,30167,30167,48601,48601,88256,88256,59606,59606,23971,23971,12076,12076,12355,12355,13062,13062,48225,48225,22439,22439,50017,50017,6859,6859,14193,14193,32660,32660,111506,111506,5463,5463,15024,15024,14769,14769,59153,59153,30777,30777,17821,17821,87964,87964,41924,41924,29713,29713,132177,132177,2399,2399,14812,14812,3316,3316,16172,16172,71503,71503,69188,69188,38229,38229,17466,17466,774,774,11843,11843,56349,56349,27627,27627,52413,52413,29960,29960,36640,36640,9334,9334,25309,25309,58190,58190,19103,19103,22230,22230,54852,54852,16153,16153,50926,50926,33001,33001,11157,11157,10623,10623,32945,32945,27666,27666,50936,50936,55862,55862,74331,74331,20853,20853,66802,66802,45330,45330,33594,33594,29686,29686,16408,16408,83552,83552,18893,18893,49764,49764,45674,45674,39525,39525,26566,26566,673,673,41504,41504,21628,21628,23570,23570,25351,25351,18403,18403,11095,11095,14582,14582,15308,15308,27976,27976,6416,6416,61839,61839,20455,20455,13245,13245,27437,27437,20246,20246,14863,14863
27,23992,23992,40856,40856,38386,38386,32074,32074,49066,49066,85480,85480,59665,59665,23965,23965,12689,12689,12028,12028,12625,12625,48016,48016,21651,21651,49118,49118,7112,7112,14385,14385,31525,31525,110552,110552,5090,5090,15005,15005,14850,14850,59566,59566,30793,30793,24921,24921,87292,87292,36600,36600,29981,29981,136968,136968,2481,2481,14963,14963,3358,3358,16938,16938,72556,72556,69189,69189,33786,33786,17119,17119,731,731,11859,11859,56036,56036,28254,28254,52286,52286,31182,31182,36323,36323,9576,9576,25661,25661,58752,58752,19188,19188,23024,23024,59289,59289,17280,17280,79511,79511,32525,32525,10926,10926,10899,10899,33700,33700,28086,28086,51543,51543,55833,55833,74253,74253,23435,23435,66365,66365,46572,46572,32450,32450,30131,30131,16744,16744,103809,103809,19319,19319,49178,49178,45957,45957,39790,39790,26943,26943,761,761,42090,42090,22287,22287,23194,23194,25492,25492,18429,18429,11265,11265,14815,14815,15452,15452,28120,28120,6650,6650,62171,62171,20409,20409,13038,13038,27904,27904,20782,20782,14212,14212
28,23677,23677,41232,41232,41539,41539,31573,31573,47921,47921,85859,85859,60261,60261,24357,24357,9603,9603,12266,12266,12341,12341,49094,49094,22028,22028,50783,50783,7016,7016,14419,14419,32652,32652,112231,112231,5397,5397,14842,14842,15164,15164,59565,59565,30622,30622,26317,26317,88070,88070,39909,39909,30137,30137,135432,135432,2517,2517,14894,14894,3390,3390,17325,17325,72282,72282,71855,71855,30560,30560,16383,16383,727,727,12098,12098,56871,56871,28231,28231,52929,52929,33328,33328,36736,36736,9324,9324,25747,25747,59118,59118,19394,19394,22841,22841,63693,63693,16687,16687,63658,63658,32835,32835,11308,11308,10626,10626,33405,33405,28145,28145,51521,51521,60867,60867,75442,75442,66719,66719,66821,66821,47360,47360,35220,35220,30067,30067,16673,16673,105065,105065,19219,19219,49242,49242,45266,45266,38495,38495,26715,26715,678,678,42581,42581,22041,22041,23373,23373,25721,25721,18733,18733,11555,11555,14956,14956,15411,15411,28529,28529,6967,6967,62916,62916,19717,19717,13551,13551,27991,27991,21227,21227,14437,14437
29,24453,24453,40669,40669,41127,41127,36723,36723,49009,49009,84880,84880,60437,60437,24236,24236,8179,8179,12060,12060,12846,12846,51519,51519,22264,22264,50452,50452,6993,6993,13818,13818,29937,29937,111643,111643,5605,5605,14842,14842,14525,14525,59055,59055,30384,30384,21863,21863,89934,89934,58984,58984,30152,30152,139143,139143,2510,2510,14955,14955,3155,3155,16325,16325,72151,72151,73216,73216,27682,27682,16552,16552,845,845,12863,12863,56635,56635,29154,29154,52350,52350,35688,35688,36620,36620,9224,9224,25799,25799,58307,58307,19171,19171,22661,22661,59896,59896,16324,16324,49496,49496,33187,33187,10839,10839,10402,10402,32972,32972,28364,28364,51290,51290,61322,61322,75998,75998,67526,67526,66465,66465,46793,46793,33343,33343,31509,31509,17125,17125,90862,90862,18802,18802,54991,54991,45469,45469,38258,38258,27147,27147,700,700,42222,42222,22590,22590,22754,22754,26155,26155,18393,18393,11443,11443,14572,14572,15617,15617,29086,29086,6798,6798,62298,62298,20094,20094,13466,13466,27715,27715,19931,19931,14811,14811
30,24109,24109,41424,41424,41025,41025,37843,37843,48786,48786,85432,85432,62371,62371,24419,24419,7291,7291,12623,12623,12680,12680,49572,49572,21992,21992,50943,50943,7311,7311,14606,14606,29578,29578,111043,111043,5505,5505,14922,14922,14826,14826,58148,58148,30528,30528,23150,23150,93297,93297,62817,62817,29863,29863,133476,133476,2435,2435,14973,14973,3158,3158,17047,17047,72162,72162,77468,77468,24595,24595,17294,17294,873,873,12506,12506,57156,57156,29085,29085,53103,53103,37622,37622,37423,37423,9809,9809,26088,26088,58499,58499,19254,19254,22897,22897,58832,58832,16485,16485,41879,41879,33032,33032,11017,11017,10822,10822,33227,33227,28626,28626,50595,50595,61838,61838,76000,76000,57448,57448,66059,66059,50146,50146,37324,37324,30782,30782,17068,17068,85569,85569,19010,19010,56053,56053,46580,46580,39671,39671,26706,26706,662,662,42463,42463,22607,22607,23143,23143,26044,26044,18180,18180,11284,11284,14920,14920,15283,15283,28289,28289,6415,6415,62131,62131,20110,20110,13430,13430,27545,27545,20377,20377,15399,15399
31,24651,24651,41383,41383,41499,41499,43375,43375,49034,49034,87087,87087,62300,62300,23662,23662,7481,7481,12790,12790,12929,12929,50308,50308,22050,22050,50185,50185,7074,7074,15396,15396,30835,30835,113507,113507,5868,5868,14368,14368,15046,15046,56794,56794,31293,31293,23388,23388,89804,89804,63391,63391,29644,29644,135959,135959,2470,2470,14958,14958,3170,3170,19514,19514,71189,71189,80992,80992,23123,23123,16816,16816,896,896,12335,12335,56565,56565,29793,29793,51738,51738,36192,36192,34060,34060,9078,9078,25018,25018,59419,59419,18856,18856,22550,22550,59641,59641,16382,16382,39159,39159,32802,32802,11158,11158,10508,10508,34490,34490,28049,28049,51884,51884,61182,61182,76863,76863,55501,55501,67493,67493,47194,47194,33665,33665,32072,32072,16403,16403,89357,89357,18756,18756,52986,52986,46526,46526,38420,38420,27488,27488,701,701,42658,42658,22372,22372,23295,23295,26593,26593,19370,19370,10901,10901,15008,15008,15723,15723,28237,28237,6704,6704,62779,62779,19962,19962,13499,13499,27119,27119,20471,20471,14868,14868
32,25358,25358,41033,41033,44809,44809,51763,51763,49303,49303,86208,86208,63315,63315,24346,24346,7770,7770,12951,12951,12741,12741,53007,53007,23197,23197,50497,50497,7087,7087,14404,14404,30817,30817,113505,113505,5835,5835,13913,13913,14540,14540,57511,57511,31174,31174,22240,22240,88798,88798,64481,64481,29672,29672,133826,133826,2516,2516,15006,15006,3147,3147,23130,23130,72063,72063,76168,76168,22359,22359,16786,16786,824,824,13125,13125,57507,57507,28804,28804,52685,52685,41731,41731,31810,31810,9146,9146,25597,25597,58471,58471,19135,19135,22483,22483,53702,53702,15836,15836,38639,38639,33817,33817,11094,11094,10362,10362,34147,34147,27953,27953,52129,52129,61226,61226,76588,76588,54628,54628,66543,66543,46180,46180,42189,42189,31416,31416,16720,16720,96326,96326,18501,18501,52663,52663,46455,46455,39677,39677,27168,27168,714,714,42214,42214,22620,22620,23165,23165,26914,26914,19398,19398,10821,10821,15261,15261,15097,15097,27947,27947,6469,6469,62280,62280,20553,20553,13672,13672,27139,27139,20399,20399,14991,14991
33,25104,25104,41579,41579,46046,46046,59264,59264,49676,49676,86222,86222,63077,63077,24464,24464,7847,7847,13075,13075,17645,17645,58306,58306,23530,23530,51372,51372,6974,6974,14470,14470,30459,30459,113001,113001,6013,6013,14301,14301,14664,14664,56245,56245,31151,31151,18549,18549,89357,89357,64325,64325,30488,30488,133386,133386,2581,2581,14840,14840,3114,3114,18251,18251,72351,72351,76924,76924,21458,21458,16842,16842,800,800,14889,14889,58684,58684,28456,28456,53097,53097,41984,41984,31802,31802,9853,9853,25436,25436,58888,58888,19278,19278,22724,22724,60842,60842,15886,15886,38021,38021,34208,34208,11061,11061,10585,10585,34293,34293,27968,27968,51552,51552,60502,60502,76093,76093,52981,52981,66501,66501,47327,47327,37747,37747,32624,32624,17192,17192,108501,108501,18947,18947,52151,52151,45982,45982,39577,39577,26972,26972,764,764,42603,42603,22715,22715,23213,23213,26692,26692,19697,19697,11272,11272,14897,14897,15606,15606,28968,28968,6630,6630,62020,62020,20535,20535,13476,13476,27991,27991,20900,20900,15299,15299
34,24920,24920,40949,40949,41064,41064,65087,65087,48787,48787,86464,86464,62105,62105,24886,24886,7929,7929,13109,13109,13101,13101,63361,63361,24169,24169,51243,51243,7036,7036,14600,14600,30709,30709,112389,112389,6102,6102,14495,14495,15020,15020,55721,55721,30775,30775,16532,16532,88269,88269,63410,63410,30411,30411,133496,133496,2578,2578,15010,15010,3344,3344,19648,19648,71981,71981,77425,77425,21507,21507,16486,16486,835,835,17456,17456,57404,57404,29727,29727,52957,52957,43664,43664,33264,33264,9271,9271,26530,26530,57935,57935,20063,20063,22388,22388,98443,98443,16264,16264,38831,38831,34329,34329,11334,11334,10478,10478,33984,33984,27861,27861,51776,51776,60443,60443,80800,80800,53345,53345,68120,68120,46741,46741,44638,44638,33034,33034,17350,17350,111707,111707,18911,18911,52725,52725,47078,47078,39715,39715,27586,27586,740,740,43034,43034,23200,23200,22946,22946,25317,25317,19232,19232,11213,11213,15373,15373,15464,15464,28819,28819,6635,6635,62475,62475,20177,20177,13706,13706,27969,27969,20649,20649,15085,15085
35,24732,24732,41457,41457,42684,42684,66695,66695,49439,49439,86186,86186,63108,63108,24493,24493,7704,7704,12535,12535,13936,13936,70386,70386,24511,24511,51455,51455,7325,7325,14721,14721,30640,30640,112831,112831,6043,6043,14648,14648,15199,15199,57013,57013,30468,30468,16625,16625,88513,88513,63788,63788,30418,30418,131516,131516,2735,2735,15036,15036,3306,3306,32087,32087,72328,72328,83069,83069,20908,20908,17023,17023,791,791,15119,15119,57098,57098,29176,29176,53477,53477,45218,45218,34171,34171,9440,9440,25824,25824,58935,58935,19244,19244,23111,23111,125260,125260,16576,16576,37673,37673,33689,33689,11371,11371,11114,11114,34809,34809,28094,28094,52716,52716,60104,60104,78850,78850,50245,50245,67183,67183,46761,46761,69480,69480,34395,34395,17471,17471,104877,104877,18715,18715,55063,55063,47295,47295,40259,40259,27813,27813,755,755,42325,42325,23158,23158,23662,23662,26025,26025,19164,19164,11320,11320,15656,15656,15700,15700,28774,28774,6810,6810,62306,62306,19928,19928,13944,13944,28032,28032,20675,20675,15162,15162
36,25155,25155,41640,41640,40743,40743,64739,64739,49223,49223,87444,87444,62320,62320,24809,24809,7877,7877,13510,13510,13510,13510,73098,73098,25687,25687,51304,51304,7140,7140,15147,15147,30251,30251,112208,112208,6090,6090,14780,14780,14963,14963,56865,56865,30179,30179,16667,16667,88527,88527,62953,62953,30654,30654,130432,130432,2546,2546,15483,15483,3218,3218,29159,29159,72599,72599,80537,80537,21036,21036,16228,16228,829,829,15251,15251,55361,55361,29531,29531,53636,53636,46106,46106,34094,34094,9185,9185,25309,25309,59079,59079,19975,19975,23284,23284,115357,115357,16240,16240,36610,36610,34469,34469,11216,11216,10962,10962,35531,35531,28082,28082,51444,51444,60586,60586,77771,77771,51004,51004,67070,67070,46363,46363,71683,71683,33162,33162,17134,17134,91219,91219,18374,18374,56575,56575,46491,46491,38862,38862,28345,28345,727,727,43162,43162,23626,23626,23347,23347,26262,26262,19294,19294,10920,10920,15335,15335,15762,15762,28799,28799,6780,6780,62480,62480,20496,20496,13629,13629,28213,28213,21192,21192,16003,16003
37,24995,24995,41396,41396,40145,40145,59230,59230,49733,49733,87335,87335,63196,63196,25254,25254,7491,7491,13379,13379,30608,30608,71777,71777,26075,26075,51401,51401,7061,7061,15244,15244,30695,30695,112078,112078,5877,5877,14640,14640,15390,15390,55479,55479,30142,30142,16763,16763,88031,88031,57801,57801,30884,30884,129806,129806,2531,2531,15693,15693,3200,3200,27360,27360,73602,73602,78167,78167,20974,20974,17160,17160,933,933,16158,16158,55203,55203,30408,30408,52142,52142,43856,43856,35385,35385,9545,9545,24692,24692,59545,59545,19130,19130,23762,23762,81676,81676,16965,16965,36728,36728,34388,34388,10772,10772,10627,10627,35752,35752,27860,27860,52072,52072,59470,59470,80596,80596,48860,48860,66649,66649,45391,45391,72292,72292,32981,32981,17265,17265,88699,88699,18273,18273,58432,58432,47908,47908,38985,38985,27365,27365,729,729,42646,42646,23127,23127,23832,23832,26271,26271,19301,19301,11069,11069,15152,15152,16425,16425,29446,29446,6788,6788,62916,62916,20273,20273,13771,13771,27833,27833,21840,21840,15376,15376
38,24451,24451,42203,42203,41464,41464,53382,53382,49713,49713,86955,86955,63421,63421,25247,25247,8135,8135,13701,13701,23083,23083,72423,72423,25155,25155,51089,51089,7192,7192,15030,15030,30483,30483,112155,112155,6072,6072,15100,15100,15101,15101,55604,55604,29359,29359,16594,16594,91260,91260,45844,45844,29817,29817,128872,128872,2765,2765,15845,15845,3301,3301,24257,24257,72385,72385,76754,76754,21098,21098,17181,17181,921,921,14241,14241,53451,53451,29871,29871,53542,53542,44563,44563,36990,36990,9467,9467,24719,24719,60464,60464,19180,19180,23405,23405,55749,55749,16286,16286,36182,36182,34544,34544,11365,11365,10656,10656,35709,35709,28651,28651,51782,51782,60264,60264,81628,81628,48922,48922,66394,66394,45552,45552,81411,81411,36727,36727,17425,17425,87016,87016,17865,17865,57853,57853,47482,47482,38612,38612,28214,28214,735,735,43674,43674,23719,23719,22937,22937,27232,27232,19083,19083,10977,10977,15500,15500,15747,15747,29635,29635,6753,6753,64397,64397,20330,20330,13662,13662,28303,28303,21779,21779,16022,16022
39,25297,25297,41360,41360,43896,43896,49198,49198,49568,49568,87552,87552,64213,64213,25322,25322,7850,7850,13061,13061,15218,15218,71605,71605,25037,25037,52480,52480,6948,6948,15965,15965,30616,30616,112554,112554,6099,6099,15162,15162,15394,15394,55435,55435,29533,29533,16527,16527,87025,87025,41658,41658,30843,30843,128883,128883,2658,2658,15873,15873,3162,3162,39782,39782,72612,72612,77174,77174,21051,21051,16864,16864,892,892,13349,13349,52724,52724,29691,29691,53140,53140,47430,47430,34516,34516,9798,9798,25325,25325,60021,60021,19459,19459,22069,22069,50422,50422,50022,50022,36054,36054,33547,33547,11271,11271,10781,10781,35617,35617,27786,27786,50674,50674,59496,59496,80588,80588,49431,49431,65951,65951,46073,46073,79210,79210,41882,41882,17558,17558,86988,86988,18196,18196,58116,58116,47386,47386,39012,39012,27896,27896,739,739,42932,42932,23156,23156,23348,23348,26171,26171,19073,19073,10999,10999,15105,15105,15606,15606,29537,29537,6711,6711,63792,63792,20343,20343,13663,13663,28086,28086,22048,22048,16265,16265
40,24624,24624,41195,41195,41503,41503,46455,46455,48863,48863,86488,86488,63132,63132,25016,25016,7594,7594,13489,13489,13919,13919,60715,60715,26316,26316,52136,52136,7128,7128,15006,15006,30777,30777,112627,112627,6042,6042,14406,14406,15638,15638,55304,55304,29904,29904,16177,16177,85427,85427,45760,45760,31572,31572,129241,129241,2546,2546,15308,15308,3365,3365,42278,42278,73651,73651,77596,77596,21046,21046,16833,16833,921,921,13534,13534,51717,51717,29823,29823,52562,52562,44825,44825,35140,35140,9906,9906,24240,24240,60700,60700,18911,18911,22770,22770,47597,47597,47700,47700,35576,35576,33522,33522,11097,11097,10470,10470,35098,35098,27554,27554,50900,50900,60182,60182,79100,79100,48552,48552,66204,66204,45905,45905,87477,87477,36840,36840,17215,17215,93286,93286,18057,18057,55608,55608,47576,47576,38779,38779,28477,28477,785,785,43258,43258,23616,23616,23067,23067,25967,25967,19319,19319,11002,11002,15528,15528,15658,15658,30007,30007,6834,6834,63349,63349,20487,20487,13951,13951,28016,28016,21809,21809,16348,16348
