 ,IntDen1,RawIntDen1,IntDen2,RawIntDen2,IntDen3,RawIntDen3,IntDen4,RawIntDen4,IntDen5,RawIntDen5,IntDen6,RawIntDen6,IntDen7,RawIntDen7,IntDen8,RawIntDen8,IntDen9,RawIntDen9,IntDen10,RawIntDen10,IntDen11,RawIntDen11,IntDen12,RawIntDen12,IntDen13,RawIntDen13,IntDen14,RawIntDen14,IntDen15,RawIntDen15,IntDen16,RawIntDen16,IntDen17,RawIntDen17,IntDen18,RawIntDen18,IntDen19,RawIntDen19,IntDen20,RawIntDen20,IntDen21,RawIntDen21,IntDen22,RawIntDen22,IntDen23,RawIntDen23,IntDen24,RawIntDen24,IntDen25,RawIntDen25,IntDen26,RawIntDen26,IntDen27,RawIntDen27,IntDen28,RawIntDen28,IntDen29,RawIntDen29,IntDen30,RawIntDen30,IntDen31,RawIntDen31,IntDen32,RawIntDen32,IntDen33,RawIntDen33,IntDen34,RawIntDen34,IntDen35,RawIntDen35,IntDen36,RawIntDen36,IntDen37,RawIntDen37,IntDen38,RawIntDen38,IntDen39,RawIntDen39,IntDen40,RawIntDen40,IntDen41,RawIntDen41,IntDen42,RawIntDen42,IntDen43,RawIntDen43,IntDen44,RawIntDen44,IntDen45,RawIntDen45,IntDen46,RawIntDen46,IntDen47,RawIntDen47,IntDen48,RawIntDen48,IntDen49,RawIntDen49,IntDen50,RawIntDen50,IntDen51,RawIntDen51,IntDen52,RawIntDen52,IntDen53,RawIntDen53,IntDen54,RawIntDen54,IntDen55,RawIntDen55,IntDen56,RawIntDen56,IntDen57,RawIntDen57,IntDen58,RawIntDen58,IntDen59,RawIntDen59,IntDen60,RawIntDen60,IntDen61,RawIntDen61,IntDen62,RawIntDen62,IntDen63,RawIntDen63,IntDen64,RawIntDen64,IntDen65,RawIntDen65,IntDen66,RawIntDen66,IntDen67,RawIntDen67,IntDen68,RawIntDen68,IntDen69,RawIntDen69,IntDen70,RawIntDen70,IntDen71,RawIntDen71,IntDen72,RawIntDen72,IntDen73,RawIntDen73,IntDen74,RawIntDen74,IntDen75,RawIntDen75,IntDen76,RawIntDen76,IntDen77,RawIntDen77,IntDen78,RawIntDen78,IntDen79,RawIntDen79,IntDen80,RawIntDen80,IntDen81,RawIntDen81,IntDen82,RawIntDen82,IntDen83,RawIntDen83,IntDen84,RawIntDen84,IntDen85,RawIntDen85
11,12068,12068,15315,15315,15791,15791,44140,44140,7688,7688,89275,89275,15523,15523,26271,26271,20580,20580,52330,52330,27545,27545,15763,15763,20245,20245,36331,36331,12839,12839,18353,18353,46216,46216,29218,29218,29117,29117,32336,32336,35936,35936,20155,20155,24914,24914,15871,15871,12803,12803,16972,16972,110399,110399,30517,30517,101617,101617,36577,36577,17056,17056,25107,25107,40239,40239,37343,37343,25457,25457,40022,40022,40807,40807,7666,7666,37862,37862,22436,22436,19273,19273,26553,26553,24469,24469,20399,20399,9312,9312,40258,40258,63011,63011,9799,9799,34740,34740,15375,15375,28884,28884,99583,99583,49683,49683,9558,9558,30618,30618,24937,24937,4874,4874,24243,24243,18039,18039,24496,24496,28568,28568,29557,29557,35733,35733,72097,72097,8017,8017,45118,45118,14866,14866,58562,58562,15626,15626,87909,87909,36052,36052,25136,25136,28305,28305,54669,54669,32745,32745,137937,137937,17557,17557,71252,71252,8303,8303,23658,23658,34743,34743,12406,12406,19163,19163,13080,13080,6630,6630
12,12560,12560,15442,15442,15772,15772,45468,45468,7624,7624,89802,89802,15435,15435,27042,27042,21791,21791,54291,54291,28092,28092,16296,16296,20698,20698,36992,36992,13322,13322,19075,19075,46764,46764,29530,29530,29362,29362,32983,32983,37602,37602,20333,20333,25796,25796,15919,15919,13063,13063,17279,17279,111456,111456,31187,31187,99948,99948,38294,38294,17181,17181,24797,24797,40815,40815,37635,37635,26182,26182,41463,41463,42213,42213,7748,7748,36805,36805,24047,24047,19528,19528,28449,28449,23671,23671,20604,20604,9429,9429,42318,42318,63495,63495,10193,10193,34736,34736,15479,15479,30326,30326,99460,99460,46552,46552,10014,10014,31289,31289,25272,25272,4905,4905,25476,25476,18068,18068,25321,25321,28572,28572,30303,30303,36817,36817,68758,68758,8282,8282,47734,47734,14837,14837,55673,55673,15936,15936,85911,85911,35835,35835,24615,24615,26689,26689,57903,57903,31091,31091,134442,134442,17127,17127,65466,65466,8395,8395,23220,23220,34195,34195,12459,12459,17813,17813,12786,12786,6480,6480
13,12929,12929,15524,15524,15721,15721,44767,44767,7840,7840,90197,90197,15469,15469,27134,27134,22289,22289,55217,55217,27902,27902,16657,16657,20506,20506,43003,43003,13275,13275,19607,19607,45960,45960,29894,29894,29700,29700,33429,33429,37377,37377,20324,20324,25262,25262,16282,16282,13370,13370,17277,17277,108985,108985,31066,31066,102888,102888,36946,36946,17310,17310,26165,26165,40709,40709,37415,37415,25836,25836,41402,41402,42555,42555,7989,7989,38541,38541,23870,23870,19378,19378,30084,30084,24470,24470,20930,20930,9679,9679,41681,41681,64278,64278,9928,9928,35866,35866,15831,15831,30839,30839,103712,103712,44824,44824,10170,10170,31344,31344,25891,25891,5103,5103,25145,25145,18516,18516,25716,25716,29112,29112,30691,30691,37809,37809,62389,62389,8101,8101,47502,47502,15020,15020,57848,57848,15846,15846,88031,88031,35563,35563,24623,24623,26318,26318,55697,55697,31998,31998,137362,137362,17899,17899,67873,67873,8511,8511,23857,23857,35296,35296,12659,12659,18353,18353,12809,12809,6758,6758
14,13315,13315,15972,15972,16211,16211,45549,45549,7801,7801,90081,90081,15427,15427,27349,27349,22565,22565,53969,53969,28754,28754,16393,16393,20684,20684,43100,43100,13314,13314,20094,20094,46082,46082,30092,30092,29783,29783,33504,33504,37634,37634,20313,20313,25249,25249,16082,16082,12888,12888,17310,17310,111563,111563,31597,31597,102426,102426,37430,37430,17398,17398,25320,25320,41585,41585,38114,38114,26018,26018,41852,41852,42740,42740,8028,8028,37993,37993,23812,23812,19551,19551,30345,30345,24541,24541,20751,20751,9814,9814,41895,41895,64971,64971,10316,10316,36598,36598,16103,16103,30340,30340,104071,104071,42763,42763,10446,10446,30938,30938,26280,26280,4028,4028,25972,25972,18688,18688,25757,25757,29881,29881,30658,30658,38319,38319,58927,58927,8171,8171,47493,47493,15227,15227,58663,58663,16088,16088,88033,88033,36279,36279,24387,24387,26943,26943,55742,55742,32225,32225,139342,139342,17799,17799,69272,69272,8392,8392,24034,24034,35481,35481,12951,12951,18784,18784,13203,13203,6686,6686
15,12669,12669,15420,15420,16290,16290,45582,45582,7780,7780,91147,91147,15686,15686,27118,27118,23054,23054,55185,55185,28248,28248,16809,16809,20638,20638,44116,44116,13217,13217,19551,19551,46693,46693,29976,29976,29283,29283,33530,33530,37759,37759,20886,20886,26402,26402,16483,16483,13065,13065,17034,17034,113479,113479,31671,31671,103257,103257,37765,37765,17652,17652,25001,25001,42906,42906,37973,37973,26308,26308,42176,42176,43332,43332,8080,8080,38370,38370,24701,24701,19427,19427,30707,30707,24726,24726,21358,21358,9749,9749,42006,42006,64705,64705,10230,10230,36150,36150,16284,16284,30806,30806,106299,106299,43221,43221,10399,10399,31078,31078,26227,26227,3898,3898,25852,25852,18742,18742,25818,25818,31251,31251,32110,32110,39733,39733,57565,57565,8148,8148,48711,48711,15612,15612,59843,59843,16047,16047,90146,90146,36932,36932,25314,25314,27128,27128,57477,57477,33336,33336,142791,142791,18420,18420,70250,70250,8438,8438,24691,24691,35224,35224,12829,12829,19350,19350,13360,13360,6549,6549
16,13226,13226,15967,15967,16539,16539,45978,45978,7919,7919,91395,91395,15705,15705,27331,27331,23088,23088,55427,55427,28578,28578,16282,16282,20723,20723,47083,47083,13394,13394,19892,19892,46628,46628,30416,30416,28578,28578,33259,33259,37246,37246,20605,20605,26039,26039,16585,16585,13690,13690,17084,17084,116606,116606,31261,31261,104313,104313,38166,38166,17416,17416,24750,24750,43248,43248,37944,37944,26143,26143,41759,41759,43002,43002,7824,7824,38871,38871,23998,23998,19688,19688,31694,31694,25789,25789,21221,21221,10106,10106,41462,41462,64768,64768,10360,10360,36429,36429,16202,16202,30836,30836,108208,108208,43410,43410,10350,10350,31742,31742,26124,26124,3823,3823,26309,26309,18699,18699,25530,25530,31156,31156,31864,31864,40875,40875,56481,56481,8348,8348,47446,47446,15726,15726,61878,61878,15850,15850,90426,90426,37060,37060,25920,25920,27414,27414,58212,58212,33442,33442,144885,144885,18680,18680,72555,72555,8853,8853,24726,24726,36051,36051,13139,13139,18857,18857,13083,13083,6967,6967
17,12801,12801,15515,15515,16713,16713,46599,46599,7996,7996,92776,92776,15533,15533,26712,26712,22606,22606,55880,55880,28511,28511,16330,16330,20556,20556,47950,47950,13097,13097,19415,19415,46461,46461,30299,30299,28181,28181,33450,33450,37830,37830,21136,21136,26373,26373,16670,16670,13541,13541,17358,17358,117213,117213,31824,31824,108875,108875,37958,37958,17609,17609,25101,25101,43338,43338,38481,38481,25708,25708,41909,41909,43177,43177,8050,8050,38389,38389,24322,24322,19677,19677,32778,32778,25600,25600,21417,21417,10052,10052,41812,41812,64851,64851,10276,10276,36444,36444,16893,16893,31925,31925,110179,110179,42001,42001,10439,10439,30923,30923,27047,27047,3915,3915,26199,26199,18516,18516,25708,25708,31203,31203,32219,32219,42064,42064,55232,55232,8433,8433,48602,48602,15781,15781,60542,60542,16437,16437,89201,89201,37213,37213,26036,26036,27971,27971,59103,59103,33145,33145,146271,146271,18647,18647,73446,73446,8572,8572,25022,25022,36771,36771,13272,13272,19024,19024,13265,13265,6861,6861
18,13174,13174,15794,15794,16778,16778,46886,46886,7886,7886,92283,92283,15999,15999,26377,26377,23970,23970,55879,55879,29418,29418,16045,16045,20887,20887,48351,48351,13249,13249,20477,20477,47033,47033,30790,30790,28067,28067,33596,33596,37738,37738,20206,20206,25809,25809,16555,16555,13280,13280,17080,17080,115036,115036,31904,31904,107372,107372,38127,38127,17722,17722,25429,25429,42853,42853,38913,38913,26074,26074,41201,41201,43064,43064,7994,7994,39629,39629,24484,24484,19813,19813,33045,33045,26440,26440,20944,20944,10153,10153,42129,42129,64886,64886,10746,10746,37377,37377,16749,16749,30709,30709,112452,112452,42883,42883,10482,10482,30961,30961,26914,26914,3722,3722,27070,27070,18859,18859,26183,26183,31975,31975,32284,32284,43783,43783,55320,55320,8052,8052,48448,48448,15862,15862,62018,62018,16189,16189,90050,90050,37558,37558,26266,26266,28281,28281,57844,57844,33786,33786,144297,144297,19321,19321,73691,73691,8926,8926,24984,24984,36738,36738,13357,13357,19241,19241,13565,13565,6951,6951
19,12754,12754,15627,15627,17022,17022,46241,46241,7992,7992,91813,91813,15884,15884,26891,26891,24688,24688,55996,55996,28963,28963,16196,16196,20899,20899,48690,48690,13262,13262,20401,20401,46492,46492,30007,30007,26418,26418,33327,33327,38298,38298,20470,20470,26198,26198,16825,16825,13746,13746,17091,17091,117130,117130,31774,31774,109266,109266,37504,37504,17618,17618,25490,25490,44038,44038,38317,38317,26291,26291,41722,41722,43248,43248,8265,8265,40147,40147,24817,24817,19414,19414,33134,33134,26159,26159,21452,21452,10229,10229,42113,42113,66196,66196,10742,10742,37040,37040,16798,16798,31459,31459,112714,112714,44389,44389,10189,10189,32018,32018,27107,27107,3868,3868,27043,27043,18835,18835,26647,26647,31117,31117,32185,32185,45584,45584,54193,54193,8541,8541,48174,48174,15727,15727,62447,62447,16423,16423,90462,90462,37810,37810,26605,26605,28305,28305,58560,58560,34210,34210,145609,145609,19684,19684,74877,74877,9184,9184,25115,25115,36431,36431,13650,13650,18623,18623,13551,13551,7233,7233
20,13412,13412,16274,16274,16744,16744,46968,46968,7728,7728,91213,91213,15590,15590,27184,27184,26486,26486,56606,56606,29071,29071,16097,16097,20925,20925,50418,50418,12994,12994,20151,20151,46169,46169,30797,30797,26596,26596,33354,33354,37842,37842,20353,20353,26791,26791,16818,16818,13414,13414,16829,16829,119236,119236,31831,31831,109283,109283,38026,38026,17637,17637,25034,25034,45105,45105,38210,38210,26134,26134,41379,41379,43648,43648,7993,7993,39983,39983,24880,24880,19704,19704,33351,33351,26764,26764,21747,21747,10281,10281,42036,42036,66347,66347,10757,10757,37717,37717,17213,17213,30830,30830,112962,112962,43064,43064,10858,10858,31283,31283,27349,27349,2823,2823,26404,26404,18507,18507,26225,26225,31716,31716,32110,32110,47072,47072,53490,53490,8325,8325,48353,48353,15702,15702,63584,63584,16586,16586,90857,90857,38638,38638,26826,26826,29047,29047,58650,58650,34169,34169,145908,145908,19586,19586,76485,76485,9127,9127,25907,25907,37578,37578,13270,13270,18273,18273,13679,13679,7391,7391
21,13430,13430,16044,16044,17331,17331,47402,47402,7675,7675,91779,91779,15734,15734,27387,27387,28096,28096,56334,56334,29230,29230,16306,16306,20947,20947,50714,50714,13389,13389,20561,20561,46513,46513,31005,31005,27379,27379,33943,33943,38316,38316,20988,20988,25850,25850,17179,17179,13671,13671,17233,17233,118588,118588,32245,32245,111152,111152,37571,37571,17318,17318,25023,25023,44817,44817,38175,38175,26313,26313,41966,41966,43504,43504,8222,8222,40491,40491,24964,24964,19754,19754,33239,33239,26731,26731,22145,22145,10423,10423,42655,42655,66108,66108,10766,10766,37089,37089,17191,17191,31586,31586,113881,113881,44064,44064,10825,10825,31709,31709,27699,27699,2892,2892,27395,27395,18895,18895,26351,26351,30960,30960,31975,31975,48466,48466,52946,52946,8468,8468,48213,48213,16036,16036,64007,64007,16519,16519,92294,92294,38633,38633,27295,27295,28907,28907,59049,59049,34815,34815,148068,148068,19525,19525,75763,75763,8888,8888,25735,25735,37443,37443,13622,13622,17728,17728,13693,13693,7315,7315
22,13208,13208,16060,16060,17472,17472,47076,47076,8025,8025,93030,93030,16175,16175,26763,26763,29124,29124,57194,57194,30141,30141,16309,16309,21358,21358,50634,50634,13577,13577,20353,20353,45576,45576,30815,30815,26474,26474,33691,33691,38152,38152,20731,20731,26455,26455,16633,16633,13452,13452,17248,17248,122538,122538,31818,31818,113757,113757,37876,37876,17473,17473,25530,25530,46366,46366,37706,37706,26531,26531,41914,41914,43072,43072,8011,8011,41445,41445,24773,24773,19696,19696,34386,34386,28154,28154,22162,22162,10302,10302,42575,42575,66057,66057,11010,11010,37844,37844,17795,17795,31429,31429,116773,116773,44069,44069,10695,10695,31780,31780,27896,27896,2694,2694,27188,27188,18847,18847,26045,26045,32865,32865,32906,32906,49790,49790,52481,52481,8369,8369,48984,48984,15640,15640,64654,64654,16608,16608,92640,92640,38256,38256,26860,26860,29111,29111,58363,58363,35106,35106,147876,147876,19967,19967,76242,76242,9017,9017,25473,25473,37180,37180,13629,13629,17425,17425,13972,13972,7519,7519
23,13009,13009,16216,16216,17167,17167,47747,47747,7700,7700,93077,93077,15752,15752,27329,27329,30039,30039,56806,56806,29979,29979,15975,15975,21022,21022,50168,50168,13095,13095,20219,20219,46241,46241,31743,31743,26250,26250,34771,34771,38408,38408,21022,21022,25999,25999,16679,16679,13862,13862,17129,17129,119816,119816,32503,32503,113639,113639,38220,38220,18009,18009,25131,25131,46607,46607,36954,36954,26472,26472,41930,41930,43754,43754,8435,8435,42340,42340,25064,25064,20588,20588,34026,34026,29371,29371,22113,22113,10650,10650,42574,42574,66091,66091,10842,10842,37014,37014,17667,17667,31553,31553,119649,119649,43705,43705,11271,11271,31201,31201,26905,26905,2810,2810,27475,27475,18588,18588,25785,25785,32628,32628,33434,33434,50888,50888,51920,51920,8465,8465,49546,49546,15671,15671,64069,64069,16681,16681,92395,92395,38810,38810,27685,27685,29159,29159,58647,58647,35069,35069,147408,147408,19692,19692,76200,76200,9156,9156,26301,26301,37884,37884,13879,13879,18096,18096,13551,13551,7546,7546
