 ,IntDen1,RawIntDen1,IntDen2,RawIntDen2,IntDen3,RawIntDen3,IntDen4,RawIntDen4,IntDen5,RawIntDen5,IntDen6,RawIntDen6,IntDen7,RawIntDen7,IntDen8,RawIntDen8,IntDen9,RawIntDen9,IntDen10,RawIntDen10,IntDen11,RawIntDen11,IntDen12,RawIntDen12,IntDen13,RawIntDen13,IntDen14,RawIntDen14,IntDen15,RawIntDen15,IntDen16,RawIntDen16,IntDen17,RawIntDen17,IntDen18,RawIntDen18,IntDen19,RawIntDen19,IntDen20,RawIntDen20,IntDen21,RawIntDen21,IntDen22,RawIntDen22,IntDen23,RawIntDen23,IntDen24,RawIntDen24,IntDen25,RawIntDen25,IntDen26,RawIntDen26,IntDen27,RawIntDen27,IntDen28,RawIntDen28,IntDen29,RawIntDen29,IntDen30,RawIntDen30,IntDen31,RawIntDen31,IntDen32,RawIntDen32,IntDen33,RawIntDen33,IntDen34,RawIntDen34,IntDen35,RawIntDen35,IntDen36,RawIntDen36,IntDen37,RawIntDen37,IntDen38,RawIntDen38,IntDen39,RawIntDen39,IntDen40,RawIntDen40,IntDen41,RawIntDen41,IntDen42,RawIntDen42,IntDen43,RawIntDen43,IntDen44,RawIntDen44,IntDen45,RawIntDen45,IntDen46,RawIntDen46,IntDen47,RawIntDen47,IntDen48,RawIntDen48,IntDen49,RawIntDen49,IntDen50,RawIntDen50,IntDen51,RawIntDen51,IntDen52,RawIntDen52,IntDen53,RawIntDen53,IntDen54,RawIntDen54,IntDen55,RawIntDen55,IntDen56,RawIntDen56,IntDen57,RawIntDen57,IntDen58,RawIntDen58,IntDen59,RawIntDen59,IntDen60,RawIntDen60,IntDen61,RawIntDen61,IntDen62,RawIntDen62,IntDen63,RawIntDen63,IntDen64,RawIntDen64,IntDen65,RawIntDen65,IntDen66,RawIntDen66,IntDen67,RawIntDen67,IntDen68,RawIntDen68,IntDen69,RawIntDen69,IntDen70,RawIntDen70,IntDen71,RawIntDen71,IntDen72,RawIntDen72,IntDen73,RawIntDen73,IntDen74,RawIntDen74,IntDen75,RawIntDen75,IntDen76,RawIntDen76,IntDen77,RawIntDen77,IntDen78,RawIntDen78,IntDen79,RawIntDen79,IntDen80,RawIntDen80
15,45884,45884,24480,24480,74597,74597,70662,70662,47510,47510,35703,35703,31756,31756,46404,46404,104549,104549,60876,60876,37833,37833,85632,85632,105899,105899,16384,16384,14364,14364,51819,51819,95699,95699,119236,119236,215814,215814,93522,93522,26908,26908,10651,10651,82786,82786,111802,111802,15818,15818,20593,20593,25137,25137,218664,218664,10495,10495,23077,23077,63332,63332,29979,29979,28040,28040,74716,74716,28385,28385,11505,11505,73606,73606,48722,48722,12826,12826,41478,41478,115012,115012,103567,103567,21615,21615,102245,102245,172260,172260,45600,45600,81852,81852,36085,36085,235161,235161,22447,22447,11083,11083,113008,113008,304070,304070,32808,32808,156768,156768,26556,26556,57261,57261,25864,25864,72308,72308,26837,26837,60397,60397,35570,35570,213865,213865,49060,49060,39003,39003,50609,50609,47790,47790,76901,76901,36960,36960,55066,55066,55132,55132,89141,89141,29054,29054,41826,41826,39663,39663,28540,28540,16548,16548,28648,28648,5877,5877,6465,6465
16,44584,44584,24363,24363,75405,75405,71679,71679,47711,47711,34638,34638,35923,35923,45813,45813,103912,103912,63574,63574,36894,36894,82523,82523,99164,99164,16282,16282,14348,14348,47752,47752,93547,93547,117688,117688,216404,216404,92215,92215,26588,26588,8235,8235,77468,77468,108873,108873,15608,15608,20610,20610,25109,25109,216515,216515,10278,10278,23759,23759,60995,60995,28700,28700,28012,28012,74673,74673,28540,28540,11798,11798,63997,63997,47837,47837,12554,12554,39752,39752,118114,118114,101488,101488,21088,21088,117622,117622,168406,168406,44793,44793,81531,81531,32960,32960,225528,225528,22980,22980,10714,10714,106805,106805,298981,298981,31399,31399,156153,156153,25060,25060,57389,57389,25351,25351,67289,67289,25803,25803,59520,59520,37604,37604,212452,212452,49637,49637,39799,39799,49822,49822,46267,46267,76349,76349,36240,36240,52954,52954,51590,51590,88291,88291,28083,28083,41016,41016,38431,38431,28124,28124,16259,16259,28212,28212,6009,6009,6188,6188
17,43887,43887,24855,24855,74415,74415,73542,73542,47489,47489,34743,34743,44355,44355,45974,45974,104260,104260,62098,62098,36805,36805,81770,81770,94387,94387,15557,15557,14603,14603,47018,47018,91531,91531,115336,115336,213916,213916,90584,90584,26408,26408,8138,8138,72958,72958,107858,107858,15115,15115,19917,19917,24884,24884,213652,213652,10039,10039,23821,23821,58693,58693,29266,29266,28539,28539,73923,73923,27013,27013,11344,11344,51529,51529,46532,46532,11794,11794,38720,38720,75390,75390,98743,98743,20829,20829,102576,102576,165150,165150,43993,43993,80057,80057,33059,33059,224122,224122,22100,22100,10948,10948,78874,78874,295483,295483,31084,31084,160759,160759,25202,25202,57977,57977,23703,23703,65355,65355,25812,25812,60415,60415,36634,36634,215150,215150,54557,54557,39332,39332,51079,51079,48050,48050,75483,75483,36521,36521,53111,53111,49978,49978,86414,86414,27492,27492,39879,39879,38707,38707,27370,27370,15914,15914,28105,28105,5881,5881,6226,6226
18,42667,42667,24539,24539,73370,73370,72864,72864,46026,46026,34168,34168,43095,43095,45934,45934,102921,102921,60183,60183,36976,36976,79630,79630,89900,89900,15526,15526,13896,13896,46813,46813,90036,90036,113326,113326,213300,213300,88053,88053,25915,25915,8176,8176,69033,69033,104359,104359,15233,15233,20226,20226,24166,24166,211327,211327,9348,9348,24197,24197,56215,56215,26858,26858,28870,28870,71551,71551,26780,26780,11273,11273,50476,50476,45483,45483,12565,12565,38506,38506,71208,71208,95115,95115,20537,20537,89706,89706,160484,160484,43161,43161,80888,80888,31163,31163,216445,216445,22480,22480,10866,10866,69132,69132,291580,291580,30105,30105,167604,167604,24982,24982,59182,59182,22436,22436,60248,60248,24910,24910,59704,59704,35207,35207,212315,212315,59244,59244,39192,39192,50121,50121,48399,48399,72708,72708,37030,37030,52336,52336,49437,49437,87398,87398,27126,27126,40488,40488,37172,37172,25664,25664,15998,15998,27979,27979,5934,5934,6119,6119
19,42819,42819,24644,24644,73308,73308,73584,73584,45814,45814,33639,33639,37860,37860,46638,46638,101572,101572,61984,61984,36890,36890,79510,79510,88455,88455,15144,15144,14197,14197,46396,46396,89598,89598,111889,111889,210682,210682,87436,87436,25134,25134,7893,7893,67250,67250,98585,98585,14736,14736,22871,22871,24679,24679,210560,210560,9831,9831,24926,24926,56245,56245,26921,26921,29845,29845,70443,70443,26523,26523,11279,11279,52129,52129,44684,44684,12558,12558,37910,37910,69734,69734,94595,94595,20474,20474,81933,81933,157191,157191,42300,42300,78322,78322,30633,30633,215767,215767,21696,21696,11038,11038,68777,68777,287415,287415,28638,28638,164632,164632,24688,24688,58316,58316,21649,21649,56888,56888,24940,24940,58809,58809,37147,37147,212508,212508,59222,59222,36931,36931,51322,51322,46631,46631,73028,73028,37582,37582,51542,51542,48383,48383,86370,86370,27504,27504,38856,38856,37021,37021,26215,26215,15943,15943,27818,27818,5855,5855,6231,6231
20,42881,42881,24092,24092,71949,71949,72445,72445,45488,45488,34043,34043,32903,32903,47459,47459,103054,103054,63377,63377,36288,36288,77933,77933,86643,86643,14980,14980,13604,13604,46016,46016,88693,88693,111701,111701,208085,208085,85241,85241,25110,25110,7925,7925,65465,65465,95324,95324,14439,14439,32328,32328,23954,23954,207896,207896,9177,9177,25169,25169,54146,54146,27139,27139,32501,32501,69492,69492,26024,26024,11131,11131,51544,51544,43747,43747,12112,12112,36731,36731,68318,68318,92245,92245,20053,20053,78862,78862,151126,151126,41512,41512,77537,77537,31113,31113,210809,210809,21623,21623,10596,10596,69462,69462,283174,283174,28988,28988,160315,160315,24564,24564,55595,55595,21106,21106,50498,50498,24509,24509,58144,58144,38371,38371,206186,206186,56681,56681,37290,37290,49492,49492,46923,46923,72086,72086,36954,36954,49786,49786,47656,47656,86136,86136,26986,26986,38954,38954,37315,37315,26159,26159,15381,15381,27785,27785,5810,5810,6407,6407
21,43791,43791,24539,24539,73179,73179,73263,73263,45581,45581,33165,33165,31512,31512,47400,47400,107899,107899,60039,60039,35233,35233,76586,76586,84830,84830,14963,14963,13001,13001,44868,44868,86024,86024,112562,112562,206934,206934,84412,84412,24926,24926,8065,8065,62785,62785,89820,89820,14347,14347,31096,31096,23935,23935,204476,204476,9159,9159,25317,25317,53197,53197,26852,26852,32184,32184,67866,67866,25300,25300,10711,10711,57509,57509,44280,44280,12194,12194,36311,36311,67799,67799,89753,89753,20151,20151,75989,75989,147722,147722,41610,41610,76494,76494,31006,31006,208534,208534,21064,21064,11088,11088,86081,86081,278175,278175,28159,28159,156677,156677,24892,24892,54983,54983,19496,19496,46169,46169,24028,24028,56534,56534,38815,38815,200382,200382,52099,52099,35785,35785,47899,47899,47391,47391,72259,72259,37221,37221,49029,49029,47158,47158,84497,84497,26413,26413,38096,38096,36346,36346,25388,25388,15248,15248,27502,27502,5856,5856,6275,6275
22,43812,43812,25145,25145,72086,72086,72916,72916,44752,44752,32631,32631,32106,32106,46978,46978,112979,112979,57660,57660,35834,35834,75550,75550,84631,84631,14540,14540,11413,11413,44165,44165,84597,84597,108758,108758,202014,202014,82591,82591,24712,24712,7769,7769,60251,60251,89184,89184,14337,14337,30626,30626,23957,23957,204432,204432,9292,9292,23620,23620,50977,50977,24900,24900,31846,31846,66877,66877,25421,25421,10958,10958,76029,76029,42295,42295,13216,13216,35443,35443,68439,68439,88457,88457,19484,19484,74907,74907,141298,141298,40629,40629,75044,75044,32690,32690,204647,204647,20798,20798,10269,10269,104373,104373,273164,273164,26967,26967,153324,153324,24177,24177,55345,55345,20243,20243,40840,40840,23702,23702,55763,55763,39514,39514,195470,195470,47071,47071,34993,34993,47885,47885,47139,47139,71377,71377,37329,37329,48763,48763,47568,47568,82828,82828,26305,26305,38136,38136,35923,35923,25227,25227,14923,14923,27716,27716,5393,5393,6035,6035
23,44003,44003,25925,25925,72510,72510,72437,72437,44365,44365,32883,32883,37891,37891,46583,46583,112464,112464,54582,54582,35654,35654,73618,73618,82226,82226,14710,14710,10411,10411,43641,43641,83437,83437,109561,109561,198036,198036,81187,81187,24120,24120,7934,7934,58580,58580,84353,84353,13960,13960,29154,29154,24952,24952,203568,203568,9317,9317,23494,23494,50245,50245,24657,24657,31582,31582,65611,65611,24646,24646,10381,10381,68360,68360,41910,41910,14847,14847,35104,35104,69217,69217,86853,86853,19124,19124,72321,72321,135797,135797,39872,39872,73173,73173,32941,32941,200487,200487,20913,20913,10529,10529,104191,104191,270717,270717,26900,26900,148896,148896,23710,23710,55106,55106,20523,20523,34443,34443,23520,23520,53973,53973,39930,39930,189112,189112,45343,45343,34884,34884,47936,47936,46920,46920,70524,70524,37715,37715,48703,48703,47351,47351,82826,82826,26381,26381,37767,37767,35320,35320,25017,25017,14855,14855,27498,27498,5438,5438,6387,6387
24,43857,43857,27915,27915,71820,71820,71818,71818,43616,43616,32432,32432,56256,56256,46329,46329,109444,109444,53066,53066,34701,34701,72907,72907,84357,84357,14149,14149,9542,9542,43985,43985,83239,83239,107270,107270,193868,193868,80731,80731,24591,24591,7821,7821,56294,56294,78271,78271,13862,13862,28799,28799,24790,24790,200318,200318,9046,9046,23082,23082,48235,48235,25071,25071,32248,32248,63366,63366,24442,24442,10503,10503,67122,67122,41004,41004,17883,17883,34429,34429,71744,71744,85069,85069,19437,19437,70228,70228,128391,128391,39108,39108,68588,68588,33389,33389,198302,198302,20959,20959,10375,10375,99396,99396,262045,262045,25890,25890,146805,146805,23278,23278,56107,56107,17369,17369,31213,31213,22939,22939,54157,54157,39838,39838,185606,185606,44483,44483,32656,32656,47217,47217,46999,46999,70066,70066,37988,37988,47050,47050,46601,46601,82547,82547,25822,25822,37566,37566,35815,35815,25732,25732,15104,15104,27599,27599,5163,5163,6307,6307
