 ,IntDen1,RawIntDen1,IntDen2,RawIntDen2,IntDen3,RawIntDen3,IntDen4,RawIntDen4,IntDen5,RawIntDen5,IntDen6,RawIntDen6,IntDen7,RawIntDen7,IntDen8,RawIntDen8,IntDen9,RawIntDen9,IntDen10,RawIntDen10,IntDen11,RawIntDen11,IntDen12,RawIntDen12,IntDen13,RawIntDen13,IntDen14,RawIntDen14,IntDen15,RawIntDen15,IntDen16,RawIntDen16,IntDen17,RawIntDen17,IntDen18,RawIntDen18,IntDen19,RawIntDen19,IntDen20,RawIntDen20,IntDen21,RawIntDen21,IntDen22,RawIntDen22,IntDen23,RawIntDen23,IntDen24,RawIntDen24,IntDen25,RawIntDen25,IntDen26,RawIntDen26,IntDen27,RawIntDen27,IntDen28,RawIntDen28,IntDen29,RawIntDen29,IntDen30,RawIntDen30,IntDen31,RawIntDen31,IntDen32,RawIntDen32,IntDen33,RawIntDen33,IntDen34,RawIntDen34,IntDen35,RawIntDen35,IntDen36,RawIntDen36,IntDen37,RawIntDen37,IntDen38,RawIntDen38,IntDen39,RawIntDen39,IntDen40,RawIntDen40,IntDen41,RawIntDen41,IntDen42,RawIntDen42,IntDen43,RawIntDen43,IntDen44,RawIntDen44,IntDen45,RawIntDen45,IntDen46,RawIntDen46,IntDen47,RawIntDen47,IntDen48,RawIntDen48,IntDen49,RawIntDen49,IntDen50,RawIntDen50,IntDen51,RawIntDen51,IntDen52,RawIntDen52,IntDen53,RawIntDen53,IntDen54,RawIntDen54,IntDen55,RawIntDen55,IntDen56,RawIntDen56,IntDen57,RawIntDen57,IntDen58,RawIntDen58,IntDen59,RawIntDen59,IntDen60,RawIntDen60,IntDen61,RawIntDen61,IntDen62,RawIntDen62,IntDen63,RawIntDen63,IntDen64,RawIntDen64,IntDen65,RawIntDen65,IntDen66,RawIntDen66,IntDen67,RawIntDen67,IntDen68,RawIntDen68,IntDen69,RawIntDen69,IntDen70,RawIntDen70,IntDen71,RawIntDen71,IntDen72,RawIntDen72,IntDen73,RawIntDen73,IntDen74,RawIntDen74,IntDen75,RawIntDen75,IntDen76,RawIntDen76,IntDen77,RawIntDen77,IntDen78,RawIntDen78,IntDen79,RawIntDen79,IntDen80,RawIntDen80,IntDen81,RawIntDen81,IntDen82,RawIntDen82,IntDen83,RawIntDen83,IntDen84,RawIntDen84,IntDen85,RawIntDen85,IntDen86,RawIntDen86,IntDen87,RawIntDen87,IntDen88,RawIntDen88,IntDen89,RawIntDen89
11,5126,5126,54945,54945,49327,49327,72760,72760,36490,36490,31804,31804,18549,18549,33657,33657,25394,25394,19395,19395,25202,25202,18330,18330,22723,22723,34398,34398,8723,8723,41891,41891,21618,21618,12776,12776,18960,18960,17784,17784,9548,9548,51960,51960,28754,28754,14316,14316,27882,27882,25387,25387,31240,31240,47787,47787,13183,13183,79348,79348,10246,10246,24024,24024,30309,30309,18167,18167,55445,55445,44509,44509,46512,46512,108139,108139,14774,14774,13611,13611,59964,59964,17274,17274,43019,43019,34809,34809,54595,54595,17609,17609,48723,48723,32117,32117,16830,16830,71158,71158,13453,13453,47227,47227,13847,13847,31838,31838,16752,16752,108850,108850,50903,50903,18136,18136,55906,55906,33182,33182,15427,15427,47884,47884,141999,141999,27148,27148,74881,74881,35327,35327,126921,126921,32663,32663,53986,53986,63346,63346,73497,73497,24360,24360,51346,51346,8965,8965,92446,92446,14226,14226,13733,13733,58116,58116,142317,142317,37665,37665,22460,22460,13408,13408,14459,14459,24528,24528,5893,5893,19755,19755,30362,30362,5406,5406,12868,12868
12,5101,5101,55876,55876,49624,49624,73599,73599,33710,33710,32107,32107,19296,19296,32014,32014,23481,23481,19435,19435,25548,25548,17543,17543,20646,20646,33983,33983,8408,8408,41617,41617,21220,21220,12430,12430,19095,19095,17329,17329,9210,9210,53509,53509,28824,28824,13887,13887,27747,27747,23507,23507,29968,29968,44545,44545,12932,12932,71698,71698,9793,9793,24770,24770,30732,30732,16905,16905,52183,52183,43669,43669,45972,45972,103691,103691,14527,14527,13405,13405,56861,56861,17096,17096,43871,43871,34851,34851,52882,52882,16488,16488,46424,46424,31399,31399,15869,15869,71962,71962,11958,11958,48367,48367,13490,13490,31696,31696,16771,16771,105987,105987,50118,50118,17415,17415,56247,56247,31255,31255,15262,15262,38135,38135,135185,135185,26270,26270,71719,71719,34842,34842,114846,114846,33424,33424,53501,53501,63654,63654,74671,74671,21229,21229,50960,50960,9262,9262,93851,93851,14232,14232,13584,13584,57622,57622,139015,139015,38127,38127,21526,21526,13498,13498,14776,14776,25104,25104,5825,5825,19399,19399,29960,29960,5163,5163,12642,12642
13,4811,4811,54948,54948,51040,51040,72427,72427,33665,33665,32062,32062,19672,19672,31378,31378,23482,23482,19286,19286,25409,25409,17528,17528,21329,21329,32142,32142,8785,8785,41392,41392,21533,21533,12517,12517,19369,19369,16977,16977,9260,9260,52503,52503,28215,28215,13867,13867,27061,27061,24737,24737,29067,29067,44864,44864,12743,12743,66774,66774,9307,9307,24121,24121,29924,29924,16790,16790,52713,52713,42584,42584,45861,45861,103318,103318,14711,14711,13424,13424,52070,52070,16935,16935,43671,43671,34908,34908,50612,50612,16442,16442,43745,43745,31336,31336,16148,16148,70865,70865,11924,11924,48001,48001,13263,13263,31243,31243,16262,16262,104717,104717,48388,48388,17361,17361,53890,53890,31611,31611,14428,14428,37959,37959,135838,135838,25693,25693,70438,70438,33695,33695,118803,118803,31980,31980,52121,52121,63177,63177,74504,74504,22394,22394,49858,49858,8850,8850,93472,93472,14095,14095,13286,13286,56133,56133,137289,137289,37402,37402,21244,21244,13309,13309,14320,14320,24987,24987,5724,5724,19237,19237,29159,29159,5341,5341,12346,12346
14,5000,5000,53845,53845,51825,51825,71990,71990,34766,34766,32793,32793,19610,19610,30093,30093,24310,24310,19986,19986,25588,25588,17783,17783,21188,21188,31524,31524,8359,8359,42215,42215,21533,21533,13207,13207,19172,19172,16556,16556,9586,9586,53315,53315,27653,27653,14051,14051,25506,25506,25002,25002,28422,28422,44816,44816,12562,12562,61037,61037,9795,9795,24253,24253,29886,29886,17288,17288,53214,53214,41460,41460,45868,45868,102297,102297,14286,14286,13528,13528,51753,51753,17683,17683,42986,42986,34675,34675,49316,49316,16954,16954,42986,42986,31282,31282,16591,16591,71050,71050,12291,12291,48118,48118,13385,13385,31513,31513,15864,15864,103007,103007,47848,47848,16377,16377,52740,52740,32115,32115,14012,14012,37210,37210,134469,134469,25115,25115,68707,68707,32820,32820,121311,121311,30584,30584,50511,50511,61354,61354,74217,74217,22467,22467,48038,48038,8356,8356,93268,93268,14305,14305,13356,13356,54564,54564,136807,136807,37749,37749,20776,20776,13208,13208,14783,14783,24303,24303,5601,5601,19234,19234,28787,28787,5098,5098,12442,12442
15,5217,5217,53995,53995,51116,51116,72743,72743,35697,35697,31907,31907,19775,19775,29418,29418,24059,24059,20276,20276,25822,25822,18610,18610,21566,21566,31157,31157,8680,8680,43119,43119,21090,21090,12812,12812,19209,19209,16614,16614,9635,9635,53478,53478,27734,27734,14264,14264,25142,25142,25412,25412,28997,28997,45820,45820,12870,12870,55503,55503,9911,9911,24664,24664,30253,30253,17836,17836,53817,53817,41932,41932,45306,45306,97759,97759,14266,14266,13546,13546,51187,51187,17541,17541,43119,43119,34733,34733,48455,48455,17240,17240,41862,41862,31828,31828,16132,16132,71056,71056,12289,12289,47571,47571,13413,13413,30556,30556,15766,15766,100561,100561,46640,46640,16233,16233,50974,50974,32060,32060,13604,13604,34992,34992,133697,133697,24000,24000,69036,69036,32683,32683,120110,120110,31075,31075,49713,49713,61207,61207,73369,73369,22857,22857,48284,48284,8666,8666,93741,93741,13507,13507,13128,13128,53375,53375,132563,132563,37144,37144,20805,20805,13257,13257,14778,14778,24234,24234,5730,5730,18786,18786,29655,29655,5175,5175,12636,12636
16,5201,5201,53086,53086,51453,51453,72744,72744,35085,35085,32475,32475,20597,20597,28459,28459,24787,24787,20032,20032,25992,25992,18046,18046,22464,22464,30569,30569,9001,9001,44158,44158,21202,21202,13253,13253,19531,19531,16828,16828,9883,9883,53953,53953,28246,28246,13866,13866,25434,25434,26322,26322,27703,27703,46077,46077,12476,12476,51238,51238,10284,10284,24216,24216,29496,29496,18197,18197,54966,54966,41259,41259,46085,46085,94640,94640,13954,13954,13145,13145,49016,49016,17818,17818,43044,43044,35547,35547,48162,48162,16740,16740,40970,40970,32178,32178,16409,16409,70670,70670,12014,12014,49348,49348,13510,13510,30312,30312,14883,14883,99587,99587,45702,45702,16261,16261,50149,50149,32071,32071,13198,13198,32477,32477,131173,131173,23539,23539,68174,68174,32078,32078,122661,122661,30987,30987,47835,47835,61304,61304,73073,73073,22164,22164,47244,47244,8489,8489,94700,94700,13809,13809,13155,13155,52611,52611,129538,129538,37323,37323,20699,20699,12936,12936,14431,14431,24659,24659,5319,5319,20756,20756,28114,28114,4981,4981,12536,12536
17,5107,5107,52598,52598,51511,51511,73985,73985,35910,35910,32046,32046,19382,19382,29400,29400,25423,25423,20418,20418,26039,26039,18239,18239,23222,23222,29365,29365,8614,8614,43408,43408,21218,21218,13206,13206,20083,20083,16185,16185,9943,9943,53922,53922,27394,27394,14005,14005,24910,24910,26194,26194,27604,27604,46534,46534,12435,12435,46968,46968,10293,10293,23689,23689,30338,30338,18132,18132,55984,55984,40702,40702,45790,45790,91220,91220,13629,13629,13526,13526,47346,47346,18072,18072,43829,43829,35684,35684,47409,47409,17148,17148,40092,40092,31775,31775,17015,17015,70237,70237,12624,12624,48839,48839,13604,13604,30374,30374,15180,15180,98380,98380,45127,45127,16630,16630,49261,49261,32815,32815,13859,13859,29334,29334,129517,129517,23135,23135,66137,66137,30934,30934,123969,123969,29931,29931,47569,47569,60817,60817,73611,73611,22999,22999,45910,45910,8556,8556,94274,94274,13492,13492,13265,13265,51046,51046,128445,128445,37311,37311,20340,20340,13835,13835,14322,14322,24660,24660,5355,5355,19175,19175,28166,28166,4852,4852,12751,12751
18,5513,5513,52901,52901,52787,52787,81024,81024,36069,36069,32018,32018,20260,20260,30531,30531,25756,25756,20804,20804,26291,26291,18592,18592,23122,23122,29575,29575,9347,9347,43772,43772,20931,20931,13909,13909,20256,20256,16838,16838,9800,9800,54371,54371,27604,27604,14045,14045,24452,24452,26880,26880,26870,26870,44598,44598,12198,12198,44106,44106,10332,10332,24045,24045,30511,30511,18404,18404,56681,56681,40035,40035,45891,45891,87002,87002,13646,13646,13892,13892,45194,45194,19474,19474,42823,42823,36108,36108,48935,48935,17907,17907,39700,39700,32087,32087,16996,16996,71883,71883,12515,12515,48537,48537,13548,13548,30240,30240,15311,15311,97271,97271,44745,44745,16911,16911,48565,48565,32783,32783,13558,13558,27560,27560,128147,128147,22800,22800,65856,65856,30223,30223,122377,122377,30769,30769,46905,46905,61405,61405,73359,73359,23589,23589,46652,46652,8621,8621,98096,98096,13983,13983,13683,13683,50790,50790,124433,124433,36786,36786,20760,20760,16698,16698,14492,14492,25257,25257,5537,5537,19776,19776,27789,27789,4668,4668,13486,13486
19,5392,5392,52266,52266,53916,53916,82537,82537,36255,36255,32157,32157,19932,19932,29909,29909,25312,25312,22351,22351,27441,27441,18654,18654,23789,23789,29305,29305,9238,9238,44211,44211,21718,21718,13538,13538,20016,20016,18219,18219,10215,10215,55037,55037,27983,27983,14226,14226,24149,24149,27826,27826,26741,26741,45739,45739,12288,12288,42953,42953,10646,10646,23269,23269,29600,29600,19261,19261,57354,57354,40040,40040,47033,47033,85154,85154,13365,13365,13980,13980,45397,45397,20063,20063,43348,43348,36203,36203,49501,49501,17345,17345,39300,39300,32074,32074,17603,17603,72433,72433,12642,12642,48550,48550,13866,13866,29653,29653,15047,15047,96612,96612,43143,43143,16123,16123,48815,48815,34003,34003,13124,13124,26207,26207,125605,125605,22081,22081,65894,65894,30199,30199,125033,125033,31106,31106,47662,47662,61387,61387,73139,73139,23919,23919,45879,45879,8170,8170,99001,99001,14002,14002,13853,13853,50434,50434,120901,120901,37227,37227,20243,20243,17895,17895,14006,14006,24645,24645,5630,5630,19568,19568,26756,26756,4905,4905,14050,14050
20,5424,5424,52330,52330,53433,53433,81722,81722,36060,36060,32602,32602,20797,20797,30335,30335,25866,25866,22277,22277,28464,28464,18854,18854,23634,23634,29643,29643,9373,9373,44725,44725,21289,21289,14107,14107,20544,20544,19080,19080,10269,10269,54508,54508,28616,28616,14068,14068,24015,24015,27785,27785,27000,27000,44916,44916,11947,11947,42207,42207,11253,11253,23916,23916,29490,29490,20019,20019,57261,57261,39898,39898,47139,47139,78923,78923,14413,14413,13549,13549,44120,44120,22190,22190,43075,43075,36176,36176,49462,49462,17411,17411,39121,39121,32548,32548,17945,17945,74772,74772,12623,12623,48170,48170,13898,13898,29498,29498,15654,15654,96963,96963,42577,42577,17202,17202,48780,48780,33662,33662,13967,13967,25635,25635,124932,124932,22377,22377,65028,65028,29765,29765,123408,123408,31021,31021,46333,46333,61202,61202,73699,73699,24240,24240,45749,45749,8347,8347,96854,96854,14038,14038,13488,13488,50530,50530,117999,117999,37158,37158,19730,19730,18570,18570,14317,14317,24640,24640,7610,7610,24016,24016,26953,26953,4957,4957,13976,13976
21,5183,5183,51725,51725,53893,53893,75056,75056,36616,36616,32158,32158,20351,20351,27606,27606,26053,26053,23733,23733,26890,26890,19183,19183,23866,23866,28963,28963,9857,9857,44879,44879,21258,21258,13868,13868,21081,21081,17329,17329,10313,10313,53398,53398,27496,27496,14084,14084,23548,23548,27903,27903,27310,27310,43817,43817,12411,12411,41267,41267,10581,10581,23105,23105,29058,29058,19230,19230,58290,58290,39622,39622,47065,47065,75306,75306,13184,13184,14079,14079,42746,42746,20065,20065,44007,44007,37144,37144,48950,48950,17255,17255,38556,38556,32100,32100,17064,17064,70824,70824,12640,12640,46568,46568,14005,14005,29699,29699,14603,14603,96634,96634,42153,42153,16799,16799,45711,45711,33205,33205,13391,13391,25431,25431,122954,122954,21442,21442,65432,65432,29792,29792,123275,123275,31182,31182,46575,46575,60930,60930,73824,73824,24543,24543,44762,44762,7931,7931,95845,95845,15827,15827,13198,13198,49581,49581,115701,115701,37161,37161,19544,19544,16820,16820,13825,13825,27459,27459,8523,8523,33667,33667,25938,25938,4914,4914,14099,14099
