 ,IntDen1,RawIntDen1,IntDen2,RawIntDen2,IntDen3,RawIntDen3,IntDen4,RawIntDen4,IntDen5,RawIntDen5,IntDen6,RawIntDen6,IntDen7,RawIntDen7,IntDen8,RawIntDen8,IntDen9,RawIntDen9,IntDen10,RawIntDen10,IntDen11,RawIntDen11,IntDen12,RawIntDen12,IntDen13,RawIntDen13,IntDen14,RawIntDen14,IntDen15,RawIntDen15,IntDen16,RawIntDen16,IntDen17,RawIntDen17,IntDen18,RawIntDen18,IntDen19,RawIntDen19,IntDen20,RawIntDen20,IntDen21,RawIntDen21,IntDen22,RawIntDen22,IntDen23,RawIntDen23,IntDen24,RawIntDen24,IntDen25,RawIntDen25,IntDen26,RawIntDen26,IntDen27,RawIntDen27,IntDen28,RawIntDen28,IntDen29,RawIntDen29,IntDen30,RawIntDen30,IntDen31,RawIntDen31,IntDen32,RawIntDen32,IntDen33,RawIntDen33,IntDen34,RawIntDen34,IntDen35,RawIntDen35,IntDen36,RawIntDen36,IntDen37,RawIntDen37,IntDen38,RawIntDen38,IntDen39,RawIntDen39,IntDen40,RawIntDen40,IntDen41,RawIntDen41,IntDen42,RawIntDen42,IntDen43,RawIntDen43,IntDen44,RawIntDen44,IntDen45,RawIntDen45,IntDen46,RawIntDen46,IntDen47,RawIntDen47,IntDen48,RawIntDen48,IntDen49,RawIntDen49,IntDen50,RawIntDen50,IntDen51,RawIntDen51,IntDen52,RawIntDen52,IntDen53,RawIntDen53,IntDen54,RawIntDen54,IntDen55,RawIntDen55,IntDen56,RawIntDen56,IntDen57,RawIntDen57,IntDen58,RawIntDen58,IntDen59,RawIntDen59,IntDen60,RawIntDen60,IntDen61,RawIntDen61,IntDen62,RawIntDen62,IntDen63,RawIntDen63,IntDen64,RawIntDen64,IntDen65,RawIntDen65,IntDen66,RawIntDen66,IntDen67,RawIntDen67,IntDen68,RawIntDen68,IntDen69,RawIntDen69,IntDen70,RawIntDen70,IntDen71,RawIntDen71,IntDen72,RawIntDen72,IntDen73,RawIntDen73,IntDen74,RawIntDen74,IntDen75,RawIntDen75,IntDen76,RawIntDen76,IntDen77,RawIntDen77,IntDen78,RawIntDen78,IntDen79,RawIntDen79
28,7017,7017,1778,1778,131572,131572,2314,2314,3453,3453,6487,6487,897,897,5366,5366,13040,13040,147780,147780,24923,24923,55040,55040,34265,34265,15804,15804,38081,38081,26419,26419,30901,30901,3843,3843,21406,21406,8924,8924,14793,14793,104048,104048,86073,86073,38638,38638,42527,42527,99295,99295,31958,31958,38,38,37272,37272,13721,13721,25365,25365,23288,23288,132803,132803,91579,91579,29637,29637,40210,40210,14580,14580,12116,12116,8654,8654,14546,14546,29982,29982,27026,27026,24193,24193,33550,33550,30450,30450,68813,68813,29110,29110,22979,22979,35749,35749,25107,25107,34311,34311,34320,34320,15313,15313,24565,24565,29619,29619,14283,14283,12417,12417,28661,28661,5640,5640,14338,14338,7480,7480,17816,17816,11033,11033,41905,41905,20077,20077,13640,13640,14650,14650,3491,3491,1781,1781,2948,2948,6604,6604,34545,34545,5814,5814,17933,17933,41479,41479,92183,92183,21196,21196,12454,12454,8302,8302
29,6809,6809,1752,1752,132002,132002,2194,2194,3497,3497,6748,6748,898,898,5069,5069,12795,12795,147308,147308,24564,24564,54644,54644,34559,34559,15726,15726,37819,37819,25754,25754,30571,30571,4169,4169,21089,21089,9065,9065,14424,14424,103844,103844,85949,85949,38204,38204,42725,42725,98577,98577,32181,32181,71,71,36349,36349,13599,13599,24938,24938,23565,23565,130632,130632,91746,91746,30185,30185,39477,39477,14267,14267,12450,12450,8704,8704,14582,14582,29522,29522,27519,27519,24046,24046,33223,33223,30265,30265,68131,68131,28895,28895,22502,22502,35562,35562,24959,24959,33885,33885,34439,34439,15301,15301,24358,24358,29948,29948,15027,15027,12165,12165,27546,27546,5750,5750,14371,14371,7490,7490,17870,17870,10635,10635,41394,41394,19872,19872,13950,13950,14288,14288,3517,3517,1685,1685,2729,2729,6040,6040,33318,33318,5468,5468,17398,17398,41509,41509,92591,92591,20903,20903,12315,12315,8099,8099
30,6997,6997,1740,1740,131689,131689,2142,2142,3596,3596,6716,6716,908,908,5314,5314,12689,12689,147499,147499,24552,24552,55631,55631,33402,33402,15774,15774,37174,37174,26023,26023,30615,30615,3741,3741,20454,20454,9385,9385,13601,13601,105110,105110,86360,86360,38793,38793,42649,42649,100471,100471,32230,32230,39,39,36090,36090,13568,13568,25380,25380,23534,23534,132334,132334,90733,90733,30438,30438,39485,39485,14562,14562,12628,12628,9075,9075,14369,14369,29378,29378,27367,27367,23426,23426,32777,32777,30672,30672,67027,67027,29068,29068,21978,21978,35810,35810,25011,25011,33557,33557,33990,33990,15334,15334,24434,24434,30426,30426,14898,14898,12215,12215,25491,25491,5672,5672,14199,14199,7542,7542,18368,18368,10667,10667,41368,41368,19111,19111,14232,14232,14384,14384,3473,3473,1816,1816,3145,3145,6640,6640,34092,34092,5734,5734,17936,17936,41515,41515,92644,92644,21221,21221,12702,12702,8082,8082
31,6918,6918,1762,1762,132772,132772,2229,2229,3694,3694,6706,6706,896,896,5099,5099,13199,13199,146866,146866,25060,25060,56426,56426,33912,33912,16109,16109,36866,36866,26501,26501,30465,30465,3907,3907,19822,19822,9380,9380,14381,14381,104276,104276,87180,87180,38699,38699,42707,42707,99934,99934,31838,31838,40,40,37520,37520,14034,14034,24923,24923,23709,23709,133693,133693,91651,91651,31265,31265,40103,40103,14052,14052,12444,12444,9709,9709,14295,14295,29602,29602,27320,27320,23809,23809,33151,33151,30457,30457,68242,68242,29506,29506,22797,22797,35680,35680,25166,25166,33859,33859,34301,34301,15313,15313,24734,24734,30049,30049,14838,14838,12352,12352,23523,23523,5929,5929,14091,14091,7648,7648,17820,17820,10588,10588,42184,42184,19253,19253,14072,14072,14518,14518,3328,3328,1686,1686,2974,2974,6147,6147,33971,33971,5489,5489,16995,16995,41978,41978,91390,91390,20352,20352,12313,12313,8368,8368
32,7310,7310,1769,1769,132493,132493,2002,2002,3613,3613,7036,7036,872,872,5269,5269,12944,12944,147433,147433,25584,25584,55583,55583,33305,33305,15707,15707,36236,36236,26199,26199,30730,30730,4071,4071,18993,18993,8994,8994,14187,14187,104420,104420,86939,86939,39056,39056,41884,41884,98128,98128,31827,31827,40,40,36097,36097,13656,13656,25107,25107,23774,23774,132988,132988,92458,92458,30657,30657,40498,40498,14009,14009,12747,12747,10011,10011,14253,14253,29821,29821,27408,27408,23081,23081,33098,33098,30041,30041,69205,69205,28843,28843,22390,22390,36150,36150,24961,24961,33781,33781,34707,34707,15239,15239,24820,24820,29514,29514,14923,14923,12527,12527,21048,21048,5803,5803,14199,14199,7517,7517,18162,18162,10524,10524,42133,42133,19585,19585,14027,14027,14497,14497,3389,3389,1647,1647,2740,2740,6081,6081,34069,34069,5443,5443,18052,18052,43372,43372,92086,92086,21091,21091,11991,11991,8417,8417
33,6948,6948,1761,1761,131946,131946,2251,2251,3715,3715,6679,6679,807,807,5171,5171,12515,12515,146184,146184,24983,24983,56495,56495,32879,32879,16037,16037,34795,34795,26361,26361,29867,29867,4038,4038,16706,16706,9473,9473,14302,14302,102984,102984,87847,87847,38937,38937,42450,42450,99254,99254,31939,31939,32,32,36239,36239,13825,13825,25312,25312,23789,23789,133194,133194,92617,92617,29917,29917,40807,40807,14805,14805,12405,12405,10567,10567,14144,14144,29505,29505,27443,27443,23657,23657,33245,33245,30306,30306,68866,68866,28728,28728,21798,21798,35229,35229,25171,25171,33682,33682,34472,34472,16005,16005,24345,24345,29842,29842,14672,14672,11843,11843,19021,19021,5780,5780,13878,13878,7467,7467,17990,17990,10493,10493,42459,42459,18553,18553,14428,14428,14643,14643,3400,3400,1655,1655,2690,2690,6363,6363,33805,33805,5377,5377,18696,18696,43407,43407,91925,91925,20593,20593,11942,11942,8029,8029
34,7343,7343,1694,1694,133696,133696,2199,2199,3847,3847,7025,7025,943,943,5119,5119,12849,12849,145811,145811,25103,25103,56537,56537,33512,33512,15897,15897,33007,33007,26113,26113,30728,30728,3846,3846,16444,16444,9439,9439,14326,14326,105458,105458,87754,87754,39280,39280,42336,42336,99598,99598,31671,31671,22,22,36862,36862,14101,14101,25243,25243,23399,23399,134060,134060,91772,91772,30224,30224,40487,40487,14419,14419,12596,12596,10654,10654,14444,14444,29550,29550,27734,27734,23332,23332,33112,33112,29875,29875,68463,68463,29452,29452,22036,22036,35798,35798,25152,25152,33353,33353,33687,33687,15214,15214,24109,24109,30306,30306,15105,15105,12075,12075,18263,18263,5578,5578,14679,14679,7309,7309,17659,17659,10566,10566,42226,42226,18495,18495,14476,14476,14511,14511,3496,3496,1731,1731,2845,2845,6264,6264,35156,35156,5547,5547,18700,18700,43661,43661,92405,92405,21077,21077,12180,12180,8446,8446
35,7544,7544,1744,1744,133554,133554,2375,2375,3853,3853,6756,6756,939,939,5289,5289,12515,12515,147984,147984,25410,25410,55771,55771,33542,33542,16099,16099,30728,30728,26134,26134,30550,30550,3771,3771,14784,14784,9233,9233,14102,14102,103751,103751,88093,88093,38411,38411,42263,42263,101099,101099,31171,31171,22,22,36634,36634,13564,13564,24784,24784,23524,23524,132390,132390,92130,92130,30060,30060,40158,40158,13937,13937,12400,12400,11553,11553,14431,14431,29860,29860,27831,27831,23421,23421,32753,32753,29886,29886,67961,67961,29303,29303,21798,21798,34861,34861,24685,24685,32986,32986,34063,34063,15025,15025,24401,24401,30008,30008,14887,14887,11986,11986,18296,18296,5843,5843,14836,14836,7090,7090,17731,17731,10668,10668,42548,42548,17609,17609,14357,14357,14716,14716,3273,3273,1821,1821,2779,2779,6513,6513,34740,34740,5331,5331,19511,19511,43556,43556,91650,91650,20689,20689,12007,12007,8278,8278
36,7086,7086,1860,1860,131643,131643,2451,2451,4043,4043,6969,6969,901,901,5291,5291,13202,13202,145440,145440,25639,25639,56620,56620,32981,32981,16316,16316,28295,28295,26626,26626,31035,31035,4004,4004,14105,14105,9248,9248,13758,13758,104110,104110,87924,87924,39555,39555,41249,41249,100720,100720,31576,31576,16,16,36389,36389,13909,13909,24775,24775,24064,24064,133255,133255,93500,93500,30987,30987,39745,39745,14087,14087,12184,12184,11688,11688,14476,14476,29000,29000,27599,27599,23435,23435,32970,32970,30208,30208,68857,68857,30317,30317,22169,22169,35503,35503,25278,25278,32616,32616,34956,34956,15473,15473,24696,24696,30063,30063,14938,14938,11635,11635,18185,18185,5918,5918,14172,14172,7551,7551,17984,17984,10416,10416,42342,42342,17189,17189,14186,14186,14824,14824,3226,3226,1727,1727,2885,2885,6328,6328,34961,34961,5630,5630,19851,19851,44503,44503,92729,92729,20792,20792,11886,11886,8406,8406
37,7569,7569,1649,1649,131024,131024,2325,2325,4088,4088,6647,6647,890,890,5152,5152,12998,12998,148147,148147,25192,25192,56598,56598,32759,32759,16094,16094,26639,26639,26033,26033,31051,31051,3819,3819,13100,13100,9217,9217,13494,13494,103895,103895,89384,89384,40161,40161,41392,41392,101661,101661,31439,31439,24,24,36148,36148,14245,14245,24986,24986,23752,23752,134921,134921,95107,95107,30689,30689,41352,41352,14205,14205,11783,11783,11968,11968,14154,14154,28999,28999,28216,28216,23753,23753,32985,32985,30537,30537,70057,70057,29337,29337,22272,22272,35380,35380,24606,24606,32465,32465,34666,34666,15279,15279,24462,24462,29986,29986,14806,14806,11802,11802,17238,17238,5954,5954,14180,14180,7323,7323,18342,18342,10873,10873,42033,42033,17860,17860,14445,14445,15073,15073,3176,3176,1699,1699,2949,2949,6602,6602,35216,35216,5445,5445,19703,19703,43997,43997,92683,92683,20902,20902,12255,12255,8148,8148
38,7461,7461,1848,1848,130166,130166,2073,2073,3718,3718,7130,7130,804,804,5548,5548,13033,13033,148329,148329,25621,25621,56265,56265,32715,32715,16286,16286,25744,25744,25352,25352,30758,30758,3843,3843,12510,12510,8936,8936,13175,13175,103221,103221,88303,88303,40453,40453,41614,41614,102016,102016,31018,31018,38,38,36254,36254,13955,13955,25182,25182,24045,24045,134390,134390,94386,94386,30422,30422,39742,39742,13740,13740,12384,12384,12112,12112,14003,14003,29549,29549,28090,28090,23352,23352,32594,32594,29528,29528,70281,70281,28973,28973,21781,21781,35438,35438,24846,24846,32402,32402,34113,34113,14805,14805,24131,24131,29652,29652,14537,14537,11676,11676,17679,17679,5813,5813,14720,14720,7404,7404,18423,18423,10625,10625,41751,41751,17356,17356,14413,14413,14419,14419,3354,3354,1754,1754,2864,2864,6322,6322,35254,35254,5231,5231,19847,19847,44609,44609,91751,91751,20839,20839,12239,12239,8359,8359
39,7193,7193,1782,1782,131523,131523,2349,2349,3834,3834,7133,7133,876,876,5354,5354,12460,12460,147226,147226,25252,25252,56667,56667,32923,32923,16047,16047,24671,24671,26093,26093,30240,30240,3879,3879,11989,11989,9168,9168,13181,13181,104134,104134,88737,88737,40212,40212,40434,40434,101620,101620,31732,31732,38,38,35589,35589,13892,13892,24681,24681,23626,23626,133371,133371,93262,93262,30194,30194,40271,40271,14122,14122,12133,12133,11933,11933,13838,13838,29665,29665,27854,27854,23411,23411,33128,33128,30127,30127,68474,68474,28565,28565,22158,22158,35833,35833,24812,24812,31399,31399,34362,34362,14942,14942,24126,24126,29703,29703,14428,14428,11880,11880,17420,17420,5776,5776,14733,14733,7321,7321,18376,18376,10609,10609,42078,42078,16924,16924,13881,13881,14773,14773,3117,3117,1670,1670,2983,2983,6522,6522,35491,35491,5344,5344,20368,20368,44096,44096,90204,90204,21244,21244,12130,12130,8548,8548
40,7524,7524,1857,1857,130286,130286,2128,2128,3981,3981,6692,6692,813,813,5095,5095,13031,13031,148344,148344,25570,25570,56747,56747,32497,32497,16017,16017,23108,23108,25610,25610,31085,31085,3578,3578,11477,11477,9267,9267,13585,13585,102027,102027,88908,88908,38768,38768,40761,40761,101375,101375,30623,30623,38,38,35687,35687,13977,13977,24761,24761,23170,23170,133997,133997,93974,93974,30492,30492,41138,41138,14246,14246,11975,11975,11896,11896,13921,13921,29144,29144,28280,28280,23743,23743,31857,31857,29613,29613,67100,67100,28890,28890,21837,21837,35507,35507,24632,24632,31022,31022,34115,34115,15545,15545,24497,24497,30017,30017,14658,14658,11524,11524,17368,17368,5660,5660,14024,14024,6972,6972,18235,18235,10429,10429,41298,41298,16924,16924,13570,13570,14744,14744,3118,3118,1698,1698,2896,2896,6495,6495,34446,34446,5332,5332,19304,19304,44587,44587,89614,89614,21445,21445,11990,11990,8223,8223
