 ,IntDen1,RawIntDen1,IntDen2,RawIntDen2,IntDen3,RawIntDen3,IntDen4,RawIntDen4,IntDen5,RawIntDen5,IntDen6,RawIntDen6,IntDen7,RawIntDen7,IntDen8,RawIntDen8,IntDen9,RawIntDen9,IntDen10,RawIntDen10,IntDen11,RawIntDen11,IntDen12,RawIntDen12,IntDen13,RawIntDen13,IntDen14,RawIntDen14,IntDen15,RawIntDen15,IntDen16,RawIntDen16,IntDen17,RawIntDen17,IntDen18,RawIntDen18,IntDen19,RawIntDen19,IntDen20,RawIntDen20,IntDen21,RawIntDen21,IntDen22,RawIntDen22,IntDen23,RawIntDen23,IntDen24,RawIntDen24,IntDen25,RawIntDen25,IntDen26,RawIntDen26,IntDen27,RawIntDen27,IntDen28,RawIntDen28,IntDen29,RawIntDen29,IntDen30,RawIntDen30,IntDen31,RawIntDen31,IntDen32,RawIntDen32,IntDen33,RawIntDen33,IntDen34,RawIntDen34,IntDen35,RawIntDen35,IntDen36,RawIntDen36,IntDen37,RawIntDen37,IntDen38,RawIntDen38,IntDen39,RawIntDen39,IntDen40,RawIntDen40,IntDen41,RawIntDen41,IntDen42,RawIntDen42,IntDen43,RawIntDen43,IntDen44,RawIntDen44,IntDen45,RawIntDen45,IntDen46,RawIntDen46,IntDen47,RawIntDen47,IntDen48,RawIntDen48,IntDen49,RawIntDen49,IntDen50,RawIntDen50,IntDen51,RawIntDen51,IntDen52,RawIntDen52,IntDen53,RawIntDen53,IntDen54,RawIntDen54,IntDen55,RawIntDen55,IntDen56,RawIntDen56,IntDen57,RawIntDen57,IntDen58,RawIntDen58,IntDen59,RawIntDen59,IntDen60,RawIntDen60,IntDen61,RawIntDen61,IntDen62,RawIntDen62,IntDen63,RawIntDen63,IntDen64,RawIntDen64,IntDen65,RawIntDen65,IntDen66,RawIntDen66,IntDen67,RawIntDen67,IntDen68,RawIntDen68,IntDen69,RawIntDen69,IntDen70,RawIntDen70,IntDen71,RawIntDen71,IntDen72,RawIntDen72,IntDen73,RawIntDen73,IntDen74,RawIntDen74,IntDen75,RawIntDen75,IntDen76,RawIntDen76
28,6755,6755,8333,8333,6259,6259,14447,14447,9421,9421,6842,6842,32513,32513,19498,19498,76758,76758,46533,46533,48620,48620,14274,14274,63928,63928,91731,91731,100066,100066,46664,46664,25103,25103,5442,5442,54633,54633,82757,82757,20511,20511,21392,21392,19916,19916,46855,46855,60362,60362,45311,45311,61320,61320,38327,38327,14299,14299,32574,32574,32305,32305,65488,65488,42887,42887,204841,204841,17702,17702,10630,10630,33065,33065,68137,68137,38192,38192,92664,92664,16951,16951,98259,98259,121107,121107,11759,11759,4160,4160,11760,11760,13868,13868,50060,50060,36597,36597,22498,22498,25717,25717,78297,78297,31981,31981,9780,9780,8021,8021,25173,25173,9370,9370,31088,31088,10004,10004,5473,5473,39397,39397,10748,10748,16646,16646,27369,27369,10181,10181,28261,28261,50791,50791,34066,34066,7919,7919,8548,8548,19551,19551,9165,9165,13379,13379,19027,19027,22548,22548,23364,23364
29,6642,6642,7895,7895,6306,6306,14899,14899,9452,9452,9548,9548,32490,32490,17993,17993,77573,77573,46483,46483,47672,47672,14558,14558,62912,62912,92212,92212,90551,90551,47716,47716,24869,24869,6565,6565,56031,56031,83876,83876,20385,20385,23734,23734,20438,20438,45631,45631,59865,59865,44573,44573,70597,70597,39917,39917,13930,13930,32340,32340,36643,36643,62578,62578,42024,42024,198399,198399,16999,16999,10732,10732,29825,29825,64690,64690,37489,37489,83282,83282,16652,16652,94858,94858,146691,146691,11176,11176,3950,3950,11743,11743,14132,14132,45125,45125,39567,39567,21669,21669,26247,26247,86786,86786,33585,33585,9756,9756,8312,8312,19032,19032,9732,9732,31972,31972,12520,12520,5834,5834,32902,32902,11130,11130,16377,16377,41677,41677,9564,9564,27119,27119,44631,44631,26451,26451,7717,7717,8319,8319,19032,19032,8866,8866,12978,12978,19318,19318,33533,33533,18597,18597
30,6655,6655,8069,8069,6055,6055,14292,14292,9858,9858,8704,8704,32325,32325,15611,15611,75704,75704,45105,45105,48010,48010,14163,14163,62100,62100,91831,91831,82623,82623,46908,46908,25226,25226,7957,7957,57081,57081,84318,84318,20415,20415,25940,25940,20301,20301,45327,45327,60477,60477,45190,45190,79686,79686,40863,40863,13795,13795,33251,33251,43292,43292,62889,62889,42395,42395,194247,194247,16471,16471,10984,10984,27493,27493,60643,60643,37559,37559,77755,77755,17474,17474,95476,95476,150852,150852,11298,11298,4059,4059,11693,11693,13824,13824,44200,44200,38433,38433,21115,21115,25817,25817,84537,84537,33680,33680,9549,9549,8302,8302,18348,18348,9865,9865,32732,32732,11776,11776,8304,8304,31883,31883,12093,12093,16457,16457,50705,50705,9417,9417,27398,27398,36233,36233,22054,22054,7854,7854,8857,8857,19713,19713,8902,8902,13443,13443,19595,19595,50704,50704,16475,16475
31,6772,6772,8418,8418,6429,6429,15155,15155,9106,9106,12648,12648,31787,31787,15808,15808,76144,76144,45185,45185,48746,48746,13829,13829,60333,60333,94174,94174,79737,79737,45921,45921,25808,25808,8559,8559,57850,57850,86329,86329,20606,20606,32756,32756,19973,19973,44804,44804,60070,60070,43316,43316,87720,87720,39948,39948,13013,13013,32396,32396,50690,50690,64839,64839,42953,42953,193119,193119,15931,15931,10892,10892,25789,25789,51520,51520,37541,37541,76193,76193,17874,17874,96427,96427,148820,148820,10589,10589,4486,4486,10882,10882,13829,13829,41843,41843,38003,38003,20957,20957,25792,25792,78678,78678,34541,34541,8817,8817,8928,8928,17924,17924,9318,9318,33543,33543,11002,11002,9206,9206,31863,31863,16354,16354,16478,16478,50169,50169,9743,9743,31223,31223,32334,32334,20955,20955,7832,7832,10334,10334,19888,19888,8906,8906,14046,14046,19918,19918,45967,45967,15453,15453
32,6818,6818,8106,8106,6485,6485,14663,14663,9187,9187,17478,17478,31501,31501,15405,15405,74916,74916,46434,46434,48371,48371,13745,13745,60238,60238,94311,94311,82408,82408,44566,44566,27660,27660,8427,8427,58205,58205,87014,87014,20127,20127,34744,34744,20331,20331,44005,44005,59805,59805,42309,42309,82711,82711,40149,40149,12487,12487,32595,32595,43751,43751,64946,64946,42000,42000,190644,190644,15834,15834,10914,10914,26108,26108,49296,49296,37733,37733,76782,76782,18280,18280,98063,98063,144634,144634,10912,10912,4847,4847,10823,10823,13926,13926,42172,42172,37593,37593,20992,20992,26892,26892,71412,71412,35798,35798,8654,8654,9451,9451,18159,18159,9291,9291,32778,32778,11614,11614,8740,8740,31359,31359,18659,18659,16039,16039,42383,42383,8991,8991,28820,28820,29533,29533,20658,20658,7714,7714,11087,11087,20022,20022,8324,8324,14102,14102,20876,20876,46620,46620,15345,15345
33,6659,6659,7896,7896,6208,6208,14006,14006,9484,9484,15018,15018,31167,31167,13752,13752,73109,73109,45673,45673,47694,47694,13364,13364,59345,59345,93115,93115,83200,83200,44478,44478,52746,52746,8242,8242,59491,59491,84922,84922,19706,19706,36347,36347,20802,20802,43540,43540,59233,59233,41343,41343,81693,81693,41970,41970,11921,11921,32178,32178,37842,37842,63025,63025,42389,42389,187386,187386,15556,15556,11276,11276,25981,25981,48068,48068,37800,37800,74217,74217,18634,18634,99211,99211,142501,142501,10269,10269,5814,5814,11465,11465,13762,13762,43107,43107,36559,36559,20581,20581,27433,27433,71987,71987,37821,37821,8768,8768,9883,9883,18742,18742,9434,9434,33046,33046,13988,13988,8461,8461,30854,30854,18370,18370,15724,15724,47421,47421,9554,9554,28658,28658,28434,28434,19560,19560,7601,7601,9754,9754,19832,19832,8537,8537,14327,14327,24103,24103,51858,51858,15302,15302
34,6449,6449,8078,8078,6576,6576,14586,14586,9200,9200,13601,13601,28522,28522,13313,13313,71309,71309,45894,45894,47923,47923,13528,13528,59299,59299,93783,93783,84066,84066,44607,44607,72252,72252,8149,8149,59098,59098,84181,84181,19782,19782,38566,38566,20169,20169,43342,43342,59201,59201,40048,40048,81891,81891,42280,42280,11759,11759,31833,31833,35996,35996,62534,62534,42522,42522,183507,183507,16904,16904,10524,10524,26086,26086,47379,47379,36889,36889,74446,74446,18816,18816,100391,100391,138647,138647,10531,10531,6292,6292,11093,11093,13703,13703,43126,43126,35505,35505,20491,20491,26323,26323,79582,79582,38586,38586,8978,8978,10564,10564,19568,19568,9596,9596,33674,33674,16664,16664,8705,8705,30961,30961,18176,18176,15412,15412,44202,44202,9191,9191,23533,23533,27694,27694,18703,18703,7979,7979,9377,9377,19923,19923,8498,8498,13981,13981,42000,42000,67248,67248,15754,15754
35,6698,6698,8081,8081,6429,6429,14184,14184,8868,8868,13015,13015,28711,28711,13185,13185,70363,70363,45696,45696,47482,47482,13455,13455,58618,58618,92786,92786,83934,83934,43816,43816,54383,54383,8161,8161,59659,59659,83822,83822,19648,19648,40776,40776,20683,20683,42453,42453,58971,58971,39502,39502,81014,81014,42191,42191,11062,11062,31744,31744,35330,35330,62118,62118,42022,42022,181476,181476,16432,16432,10856,10856,25749,25749,47200,47200,35972,35972,74395,74395,18822,18822,102355,102355,133575,133575,10159,10159,6243,6243,11402,11402,13904,13904,42575,42575,35416,35416,20335,20335,27145,27145,76914,76914,38097,38097,9029,9029,11839,11839,19759,19759,9466,9466,33017,33017,16618,16618,10218,10218,31760,31760,18207,18207,15201,15201,46205,46205,9076,9076,21102,21102,26754,26754,18310,18310,7603,7603,8632,8632,19971,19971,8290,8290,14513,14513,76170,76170,74116,74116,14932,14932
36,7011,7011,7652,7652,5997,5997,13771,13771,8902,8902,12780,12780,27629,27629,12962,12962,68681,68681,44382,44382,46310,46310,13034,13034,58057,58057,92679,92679,87432,87432,43663,43663,34049,34049,7652,7652,60056,60056,84731,84731,19224,19224,42663,42663,20398,20398,42386,42386,57383,57383,38564,38564,80029,80029,42616,42616,11249,11249,31083,31083,35650,35650,62443,62443,42111,42111,181970,181970,17923,17923,10886,10886,26247,26247,47000,47000,35878,35878,74050,74050,18153,18153,101444,101444,133370,133370,10609,10609,6087,6087,10903,10903,13853,13853,43478,43478,35140,35140,20335,20335,27230,27230,73859,73859,38310,38310,9405,9405,12653,12653,20004,20004,9090,9090,32801,32801,16365,16365,13074,13074,30858,30858,17996,17996,15081,15081,49898,49898,9295,9295,19565,19565,27477,27477,17648,17648,7513,7513,8722,8722,20042,20042,8028,8028,14763,14763,71608,71608,76182,76182,15262,15262
37,6741,6741,8177,8177,6329,6329,13723,13723,9163,9163,12479,12479,26605,26605,13192,13192,66895,66895,43492,43492,46075,46075,13176,13176,59683,59683,92107,92107,91399,91399,41932,41932,31329,31329,6869,6869,58942,58942,82341,82341,19796,19796,38976,38976,20885,20885,42436,42436,58074,58074,37989,37989,76951,76951,43229,43229,10529,10529,29746,29746,34418,34418,60035,60035,40777,40777,184270,184270,18185,18185,10872,10872,26624,26624,45970,45970,35459,35459,74179,74179,18184,18184,101555,101555,130299,130299,10447,10447,5978,5978,12253,12253,13693,13693,43877,43877,34035,34035,19831,19831,26634,26634,71386,71386,37340,37340,9096,9096,13065,13065,19345,19345,9012,9012,32532,32532,15257,15257,13039,13039,30492,30492,16975,16975,14519,14519,65679,65679,8740,8740,18580,18580,26522,26522,17022,17022,7219,7219,8413,8413,20039,20039,7902,7902,15180,15180,72573,72573,72295,72295,15224,15224
38,6799,6799,8172,8172,5962,5962,13740,13740,8900,8900,12937,12937,25781,25781,13133,13133,65361,65361,43291,43291,46887,46887,12706,12706,59282,59282,91208,91208,98103,98103,42070,42070,29729,29729,6611,6611,59441,59441,81774,81774,19689,19689,39614,39614,21007,21007,42446,42446,56202,56202,36349,36349,76475,76475,42068,42068,10728,10728,28869,28869,34832,34832,59747,59747,41746,41746,182983,182983,18578,18578,10840,10840,26637,26637,46526,46526,35727,35727,73942,73942,18220,18220,102807,102807,130557,130557,10642,10642,5965,5965,12151,12151,13392,13392,43710,43710,32977,32977,20664,20664,26417,26417,69591,69591,37952,37952,9145,9145,13004,13004,18874,18874,9096,9096,32513,32513,14339,14339,12942,12942,29912,29912,17546,17546,14418,14418,74250,74250,8645,8645,18434,18434,26428,26428,15934,15934,7219,7219,8566,8566,20070,20070,7606,7606,15159,15159,73955,73955,73121,73121,15697,15697
39,6832,6832,7855,7855,6418,6418,13954,13954,8853,8853,12678,12678,25608,25608,13111,13111,64601,64601,42772,42772,46828,46828,12872,12872,58968,58968,91554,91554,110270,110270,42202,42202,29953,29953,6556,6556,60157,60157,82367,82367,19088,19088,39702,39702,21014,21014,42352,42352,55882,55882,35751,35751,75608,75608,41515,41515,10503,10503,29137,29137,34079,34079,59961,59961,41861,41861,179046,179046,20013,20013,11017,11017,26944,26944,45929,45929,34674,34674,75282,75282,17905,17905,104677,104677,131068,131068,10915,10915,5843,5843,12371,12371,13361,13361,43680,43680,32668,32668,19258,19258,26392,26392,68448,68448,37212,37212,9019,9019,12935,12935,19057,19057,9351,9351,33224,33224,14136,14136,12860,12860,30121,30121,17424,17424,14052,14052,73600,73600,8360,8360,18068,18068,27151,27151,15831,15831,7007,7007,8496,8496,20190,20190,7601,7601,15161,15161,72508,72508,70661,70661,15493,15493
40,6805,6805,8117,8117,6449,6449,13286,13286,8783,8783,12594,12594,23858,23858,13246,13246,62469,62469,43270,43270,45929,45929,12434,12434,57797,57797,91801,91801,121590,121590,41199,41199,29559,29559,6818,6818,60308,60308,81251,81251,19570,19570,39997,39997,20611,20611,41675,41675,55260,55260,35210,35210,74191,74191,41474,41474,10237,10237,27154,27154,34554,34554,58240,58240,42490,42490,179511,179511,20354,20354,10460,10460,27847,27847,45873,45873,34689,34689,74892,74892,18061,18061,106368,106368,129295,129295,11208,11208,5468,5468,12323,12323,13377,13377,45099,45099,32226,32226,20903,20903,26786,26786,65306,65306,36920,36920,8826,8826,13260,13260,19006,19006,9112,9112,32673,32673,14230,14230,12727,12727,28602,28602,17340,17340,13768,13768,70041,70041,8877,8877,17472,17472,26606,26606,15099,15099,7096,7096,8781,8781,20418,20418,7411,7411,14849,14849,72730,72730,67627,67627,15089,15089
