 ,IntDen1,RawIntDen1,IntDen2,RawIntDen2,IntDen3,RawIntDen3,IntDen4,RawIntDen4,IntDen5,RawIntDen5,IntDen6,RawIntDen6,IntDen7,RawIntDen7,IntDen8,RawIntDen8,IntDen9,RawIntDen9,IntDen10,RawIntDen10,IntDen11,RawIntDen11,IntDen12,RawIntDen12,IntDen13,RawIntDen13,IntDen14,RawIntDen14,IntDen15,RawIntDen15,IntDen16,RawIntDen16,IntDen17,RawIntDen17,IntDen18,RawIntDen18,IntDen19,RawIntDen19,IntDen20,RawIntDen20,IntDen21,RawIntDen21,IntDen22,RawIntDen22,IntDen23,RawIntDen23,IntDen24,RawIntDen24,IntDen25,RawIntDen25,IntDen26,RawIntDen26,IntDen27,RawIntDen27,IntDen28,RawIntDen28,IntDen29,RawIntDen29,IntDen30,RawIntDen30,IntDen31,RawIntDen31,IntDen32,RawIntDen32,IntDen33,RawIntDen33,IntDen34,RawIntDen34,IntDen35,RawIntDen35,IntDen36,RawIntDen36,IntDen37,RawIntDen37,IntDen38,RawIntDen38,IntDen39,RawIntDen39,IntDen40,RawIntDen40,IntDen41,RawIntDen41,IntDen42,RawIntDen42,IntDen43,RawIntDen43,IntDen44,RawIntDen44,IntDen45,RawIntDen45,IntDen46,RawIntDen46,IntDen47,RawIntDen47,IntDen48,RawIntDen48,IntDen49,RawIntDen49,IntDen50,RawIntDen50,IntDen51,RawIntDen51,IntDen52,RawIntDen52,IntDen53,RawIntDen53,IntDen54,RawIntDen54,IntDen55,RawIntDen55,IntDen56,RawIntDen56,IntDen57,RawIntDen57,IntDen58,RawIntDen58,IntDen59,RawIntDen59,IntDen60,RawIntDen60,IntDen61,RawIntDen61,IntDen62,RawIntDen62,IntDen63,RawIntDen63,IntDen64,RawIntDen64,IntDen65,RawIntDen65,IntDen66,RawIntDen66,IntDen67,RawIntDen67,IntDen68,RawIntDen68,IntDen69,RawIntDen69,IntDen70,RawIntDen70,IntDen71,RawIntDen71,IntDen72,RawIntDen72,IntDen73,RawIntDen73,IntDen74,RawIntDen74,IntDen75,RawIntDen75,IntDen76,RawIntDen76,IntDen77,RawIntDen77
25,20634,20634,23304,23304,21902,21902,27603,27603,38290,38290,22940,22940,26375,26375,22788,22788,27451,27451,17021,17021,13247,13247,13577,13577,27943,27943,20203,20203,13308,13308,27742,27742,18159,18159,33687,33687,12856,12856,24835,24835,4950,4950,27220,27220,19045,19045,41652,41652,47327,47327,41161,41161,17281,17281,31791,31791,29462,29462,34723,34723,14575,14575,7652,7652,83975,83975,12381,12381,165489,165489,57820,57820,13695,13695,5917,5917,31777,31777,23038,23038,137677,137677,29872,29872,43668,43668,38572,38572,170190,170190,53683,53683,71026,71026,9324,9324,69589,69589,77538,77538,59633,59633,16844,16844,20414,20414,59869,59869,38242,38242,27260,27260,18560,18560,24233,24233,8872,8872,17805,17805,3668,3668,38,38,50878,50878,751,751,20184,20184,13466,13466,21943,21943,54964,54964,17738,17738,29477,29477,39459,39459,44170,44170,67032,67032,31742,31742,41852,41852,20274,20274,25521,25521
26,20266,20266,23436,23436,24301,24301,26933,26933,38819,38819,22823,22823,25884,25884,22506,22506,27200,27200,17186,17186,13859,13859,13426,13426,28097,28097,20134,20134,13239,13239,27386,27386,18107,18107,33519,33519,12523,12523,24887,24887,5029,5029,26629,26629,19278,19278,41070,41070,47940,47940,40619,40619,16715,16715,31976,31976,29347,29347,34396,34396,15304,15304,7943,7943,85154,85154,12883,12883,166130,166130,57942,57942,14306,14306,6099,6099,30178,30178,22543,22543,139279,139279,30478,30478,43856,43856,39088,39088,170792,170792,54274,54274,68731,68731,9418,9418,69092,69092,77116,77116,59891,59891,16810,16810,20612,20612,58773,58773,37485,37485,27457,27457,18546,18546,23764,23764,9008,9008,17378,17378,3881,3881,38,38,50511,50511,830,830,20654,20654,13700,13700,22348,22348,55537,55537,17677,17677,29229,29229,38897,38897,43965,43965,67483,67483,31393,31393,42091,42091,20164,20164,26304,26304
27,19909,19909,23622,23622,24239,24239,26619,26619,37685,37685,22478,22478,26208,26208,23293,23293,26748,26748,17210,17210,13657,13657,13764,13764,27761,27761,21322,21322,12869,12869,27956,27956,18195,18195,32591,32591,13309,13309,24421,24421,4930,4930,26787,26787,19082,19082,41148,41148,47660,47660,41019,41019,16934,16934,31602,31602,28509,28509,34095,34095,14743,14743,7802,7802,85429,85429,12467,12467,164713,164713,58545,58545,14386,14386,6022,6022,29919,29919,22288,22288,140958,140958,29723,29723,43274,43274,38416,38416,171437,171437,54457,54457,69144,69144,9045,9045,67880,67880,76368,76368,59584,59584,16722,16722,20641,20641,59581,59581,36362,36362,27531,27531,18776,18776,24226,24226,8736,8736,17602,17602,3968,3968,50,50,51354,51354,862,862,19848,19848,13851,13851,22717,22717,55498,55498,17766,17766,29334,29334,38313,38313,43175,43175,66954,66954,32223,32223,43005,43005,20968,20968,26868,26868
28,20402,20402,23858,23858,27976,27976,28234,28234,38273,38273,22823,22823,26093,26093,22652,22652,27172,27172,17126,17126,13742,13742,13932,13932,28201,28201,22287,22287,12689,12689,27919,27919,17686,17686,32762,32762,13139,13139,24555,24555,5140,5140,27474,27474,19282,19282,41696,41696,48308,48308,41389,41389,16684,16684,32576,32576,28207,28207,33698,33698,15084,15084,7854,7854,86059,86059,12503,12503,164945,164945,58251,58251,14350,14350,5905,5905,29100,29100,22139,22139,143072,143072,30272,30272,43883,43883,39200,39200,170359,170359,54829,54829,68212,68212,9122,9122,68112,68112,76157,76157,60398,60398,16717,16717,20394,20394,58066,58066,35072,35072,27891,27891,18915,18915,24207,24207,9096,9096,17460,17460,4005,4005,27,27,50186,50186,843,843,20075,20075,14241,14241,22473,22473,56335,56335,18019,18019,29225,29225,37549,37549,43847,43847,66891,66891,32735,32735,41730,41730,22766,22766,26718,26718
29,19607,19607,24061,24061,28791,28791,27552,27552,38238,38238,22849,22849,26260,26260,23122,23122,27587,27587,16882,16882,14213,14213,13474,13474,28328,28328,22423,22423,12739,12739,28942,28942,18120,18120,32677,32677,12874,12874,25151,25151,5409,5409,31013,31013,19427,19427,41177,41177,49287,49287,40333,40333,17381,17381,32347,32347,27643,27643,34221,34221,14398,14398,7754,7754,86997,86997,12372,12372,165975,165975,59078,59078,14870,14870,6129,6129,29011,29011,22879,22879,146297,146297,30720,30720,43951,43951,38606,38606,170761,170761,54552,54552,68430,68430,9149,9149,68380,68380,76085,76085,60557,60557,17061,17061,20935,20935,58169,58169,34371,34371,27866,27866,19004,19004,24205,24205,9258,9258,17081,17081,4016,4016,39,39,50856,50856,770,770,19820,19820,13879,13879,22909,22909,55523,55523,17867,17867,29786,29786,37558,37558,43610,43610,67036,67036,33020,33020,42396,42396,28536,28536,27992,27992
30,20583,20583,23939,23939,41844,41844,27864,27864,38940,38940,23152,23152,26479,26479,22851,22851,27518,27518,16739,16739,14169,14169,13573,13573,28586,28586,22553,22553,12883,12883,28135,28135,18347,18347,31923,31923,13233,13233,24561,24561,5298,5298,89093,89093,19551,19551,40812,40812,48890,48890,41516,41516,17503,17503,31439,31439,27787,27787,33914,33914,14752,14752,7691,7691,86938,86938,11880,11880,167006,167006,60001,60001,16956,16956,6005,6005,28608,28608,22412,22412,143973,143973,30771,30771,43617,43617,39376,39376,167701,167701,54587,54587,69095,69095,8808,8808,67577,67577,75664,75664,59984,59984,16875,16875,20651,20651,58557,58557,33647,33647,27638,27638,18496,18496,24710,24710,8783,8783,17410,17410,3914,3914,30,30,50202,50202,811,811,19599,19599,14136,14136,22626,22626,56019,56019,17882,17882,29348,29348,37180,37180,43073,43073,67010,67010,33666,33666,42938,42938,27054,27054,27187,27187
31,20416,20416,23919,23919,39795,39795,27814,27814,38993,38993,22889,22889,26478,26478,22617,22617,27654,27654,16921,16921,14033,14033,13721,13721,28583,28583,23185,23185,12724,12724,28232,28232,17706,17706,32955,32955,13362,13362,24411,24411,5325,5325,78846,78846,19681,19681,41230,41230,48625,48625,41788,41788,16917,16917,31607,31607,27369,27369,35212,35212,14736,14736,8061,8061,87390,87390,12652,12652,168387,168387,59913,59913,20735,20735,5780,5780,29355,29355,23014,23014,147704,147704,30636,30636,44194,44194,39903,39903,168563,168563,54604,54604,68009,68009,9482,9482,66650,66650,74829,74829,59836,59836,17079,17079,20576,20576,58028,58028,32317,32317,28453,28453,18641,18641,24237,24237,9704,9704,17268,17268,3876,3876,38,38,49860,49860,813,813,19818,19818,14009,14009,23315,23315,56100,56100,18100,18100,29314,29314,37321,37321,43972,43972,67502,67502,33119,33119,43346,43346,26985,26985,27615,27615
32,19967,19967,24336,24336,34201,34201,28556,28556,38413,38413,24385,24385,26712,26712,22622,22622,27520,27520,17271,17271,14561,14561,20335,20335,28732,28732,23526,23526,12716,12716,28097,28097,18454,18454,31458,31458,13500,13500,24127,24127,5539,5539,73434,73434,19102,19102,40886,40886,48867,48867,41901,41901,17404,17404,32188,32188,26651,26651,35668,35668,15409,15409,8294,8294,88143,88143,12506,12506,168477,168477,60010,60010,19948,19948,5849,5849,29226,29226,22764,22764,148869,148869,30998,30998,44920,44920,39859,39859,168261,168261,54561,54561,68519,68519,9146,9146,67549,67549,73749,73749,59966,59966,17022,17022,20469,20469,57897,57897,31072,31072,28599,28599,18217,18217,24233,24233,9041,9041,17003,17003,3892,3892,21,21,50378,50378,799,799,20276,20276,14244,14244,22587,22587,55931,55931,18189,18189,29922,29922,38158,38158,43373,43373,66810,66810,33530,33530,43549,43549,27015,27015,28284,28284
33,19853,19853,24216,24216,35371,35371,28413,28413,38996,38996,23187,23187,26166,26166,22871,22871,27555,27555,16655,16655,14173,14173,20185,20185,28582,28582,23852,23852,13200,13200,28033,28033,18292,18292,31946,31946,29322,29322,23562,23562,5545,5545,71133,71133,19604,19604,40153,40153,49032,49032,41456,41456,17412,17412,31472,31472,26072,26072,35507,35507,14672,14672,8284,8284,87570,87570,12494,12494,169048,169048,60709,60709,20658,20658,6119,6119,29613,29613,22760,22760,149944,149944,30954,30954,45211,45211,40412,40412,167538,167538,54403,54403,68173,68173,8853,8853,65739,65739,72640,72640,65413,65413,16147,16147,20576,20576,58117,58117,30195,30195,28106,28106,18446,18446,24041,24041,9540,9540,17965,17965,3889,3889,18,18,49536,49536,860,860,20078,20078,14134,14134,23510,23510,55573,55573,17726,17726,30846,30846,37025,37025,43041,43041,66986,66986,33672,33672,43889,43889,27059,27059,28377,28377
34,20349,20349,23925,23925,33349,33349,28752,28752,38893,38893,23705,23705,26330,26330,23374,23374,27545,27545,17180,17180,14853,14853,19778,19778,28464,28464,24270,24270,13221,13221,28278,28278,18404,18404,32274,32274,28615,28615,23990,23990,5501,5501,68007,68007,19283,19283,40606,40606,49313,49313,42115,42115,16966,16966,32177,32177,25862,25862,35190,35190,14597,14597,8505,8505,87910,87910,12556,12556,169218,169218,60156,60156,20539,20539,6240,6240,29898,29898,22907,22907,151119,151119,31721,31721,45465,45465,40394,40394,168235,168235,54779,54779,68655,68655,8310,8310,65847,65847,71936,71936,64833,64833,16839,16839,20353,20353,59233,59233,29288,29288,28584,28584,18289,18289,24336,24336,9232,9232,17412,17412,3865,3865,20,20,48870,48870,950,950,19545,19545,14266,14266,23460,23460,56322,56322,17839,17839,30894,30894,37668,37668,43329,43329,67803,67803,34148,34148,43576,43576,27202,27202,28826,28826
35,19942,19942,24884,24884,30378,30378,28463,28463,39528,39528,23926,23926,26607,26607,28139,28139,26878,26878,16874,16874,14632,14632,19294,19294,28315,28315,24142,24142,13556,13556,28015,28015,18442,18442,32049,32049,24837,24837,23465,23465,5687,5687,65069,65069,19817,19817,39979,39979,49196,49196,42530,42530,17117,17117,31824,31824,25421,25421,34590,34590,15137,15137,8716,8716,87512,87512,12186,12186,169213,169213,59487,59487,20007,20007,6185,6185,30317,30317,22349,22349,149678,149678,32122,32122,45382,45382,40689,40689,163915,163915,53981,53981,67547,67547,8571,8571,65357,65357,72018,72018,62724,62724,16959,16959,20912,20912,57971,57971,29271,29271,29494,29494,18065,18065,24044,24044,8905,8905,16830,16830,3732,3732,31,31,49336,49336,830,830,19463,19463,14199,14199,23825,23825,55123,55123,17803,17803,31657,31657,43195,43195,42438,42438,66607,66607,33741,33741,43557,43557,27211,27211,28578,28578
36,20185,20185,24243,24243,27958,27958,27284,27284,39347,39347,23759,23759,26863,26863,31119,31119,26693,26693,16810,16810,14420,14420,18693,18693,28253,28253,23991,23991,12990,12990,27691,27691,18414,18414,32192,32192,23443,23443,23310,23310,5915,5915,64233,64233,19424,19424,40429,40429,49209,49209,42463,42463,17036,17036,31206,31206,24664,24664,34876,34876,14749,14749,8474,8474,88094,88094,12603,12603,167890,167890,59787,59787,19865,19865,6069,6069,30158,30158,22675,22675,150991,150991,32161,32161,45935,45935,40320,40320,164753,164753,54548,54548,66196,66196,8114,8114,64690,64690,71879,71879,61227,61227,16888,16888,20499,20499,58396,58396,27998,27998,28875,28875,18696,18696,24224,24224,9356,9356,16681,16681,4276,4276,25,25,48518,48518,883,883,19926,19926,14330,14330,35624,35624,55731,55731,17720,17720,31612,31612,45429,45429,43195,43195,67757,67757,33864,33864,44312,44312,26435,26435,29135,29135
37,20068,20068,24872,24872,26085,26085,27244,27244,39651,39651,23779,23779,26361,26361,29678,29678,27072,27072,16537,16537,14799,14799,18659,18659,29214,29214,24704,24704,12757,12757,28150,28150,18063,18063,31922,31922,22101,22101,23392,23392,5676,5676,63683,63683,19300,19300,39103,39103,49378,49378,43336,43336,17360,17360,32151,32151,24582,24582,34614,34614,15188,15188,8307,8307,87992,87992,12598,12598,170248,170248,60393,60393,19838,19838,5978,5978,30247,30247,22802,22802,151739,151739,32073,32073,45825,45825,39493,39493,166352,166352,54730,54730,66074,66074,8051,8051,64758,64758,71191,71191,61598,61598,17242,17242,21588,21588,58515,58515,27097,27097,29984,29984,18043,18043,24393,24393,9375,9375,17192,17192,3893,3893,46,46,48299,48299,916,916,19825,19825,13740,13740,43254,43254,56064,56064,17888,17888,32037,32037,44394,44394,42296,42296,67009,67009,34158,34158,43495,43495,27176,27176,29224,29224
38,20849,20849,24607,24607,25442,25442,46496,46496,40343,40343,23617,23617,33406,33406,28744,28744,26640,26640,17091,17091,14962,14962,18330,18330,28961,28961,25115,25115,13437,13437,27612,27612,18718,18718,31274,31274,20930,20930,23052,23052,5772,5772,59967,59967,19550,19550,39283,39283,50010,50010,44000,44000,17618,17618,32125,32125,24144,24144,35222,35222,15266,15266,8242,8242,87711,87711,12499,12499,171362,171362,60677,60677,19747,19747,6083,6083,30660,30660,22754,22754,152688,152688,31875,31875,45748,45748,39911,39911,164986,164986,55068,55068,68284,68284,7599,7599,65800,65800,72477,72477,59205,59205,16909,16909,20749,20749,58448,58448,26517,26517,29247,29247,18725,18725,24169,24169,8758,8758,16686,16686,3890,3890,23,23,49439,49439,868,868,19351,19351,14073,14073,25457,25457,56733,56733,18091,18091,31915,31915,43820,43820,43343,43343,68005,68005,35050,35050,45287,45287,26976,26976,30134,30134
39,20121,20121,24867,24867,24156,24156,54408,54408,40792,40792,23302,23302,32116,32116,28559,28559,27198,27198,22759,22759,14928,14928,18484,18484,28671,28671,24970,24970,17442,17442,28014,28014,18509,18509,31916,31916,19875,19875,23128,23128,5757,5757,59735,59735,19398,19398,39600,39600,53017,53017,43974,43974,17977,17977,31684,31684,23933,23933,34891,34891,15097,15097,7802,7802,88795,88795,12409,12409,169879,169879,60787,60787,19082,19082,6025,6025,30930,30930,22823,22823,154030,154030,32334,32334,46914,46914,40212,40212,161714,161714,55185,55185,68047,68047,7622,7622,65604,65604,71587,71587,59274,59274,16873,16873,21369,21369,62655,62655,26240,26240,29961,29961,18165,18165,23711,23711,9106,9106,16664,16664,4313,4313,19,19,49199,49199,841,841,19933,19933,13906,13906,23189,23189,56616,56616,18105,18105,32252,32252,44170,44170,43081,43081,68707,68707,34796,34796,45381,45381,27254,27254,30697,30697
40,19940,19940,25086,25086,23369,23369,52134,52134,40771,40771,23728,23728,32912,32912,28856,28856,27247,27247,22233,22233,15523,15523,18009,18009,29305,29305,25464,25464,17105,17105,28732,28732,17821,17821,31558,31558,19063,19063,23133,23133,6015,6015,57879,57879,19423,19423,39055,39055,57305,57305,45726,45726,17849,17849,32259,32259,23479,23479,34662,34662,14970,14970,8021,8021,88590,88590,11940,11940,170043,170043,60447,60447,18267,18267,6244,6244,31904,31904,23304,23304,154314,154314,32682,32682,47414,47414,40179,40179,164716,164716,55239,55239,67125,67125,7333,7333,65755,65755,71290,71290,59715,59715,16677,16677,21023,21023,60528,60528,25129,25129,30068,30068,18192,18192,24698,24698,9388,9388,17312,17312,4003,4003,30,30,49462,49462,975,975,19893,19893,13998,13998,22724,22724,57377,57377,17855,17855,31858,31858,43936,43936,44257,44257,68656,68656,35322,35322,44859,44859,27357,27357,30663,30663
